,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
1278,Cleveland Cavaliers,37,78,47.4,6,11,54.5,19,22,86.4,10,29,39,12,8,4,15,22,99,1,0,640
1279,Toronto Raptors,40,82,48.8,5,17,29.4,13,18,72.2,11,28,39,22,6,4,15,23,98,-1,1,640
1280,New York Knicks,28,81,34.6,4,27,14.8,20,23,87.0,15,32,47,17,6,4,16,17,80,-17,0,641
1281,Philadelphia 76ers,38,75,50.7,6,19,31.6,15,22,68.2,4,30,34,16,6,5,11,22,97,17,1,641
1282,Chicago Bulls,29,71,40.8,4,15,26.7,11,12,91.7,7,34,41,19,5,6,16,16,73,-13,0,642
1283,Washington Wizards,34,79,43.0,3,10,30.0,15,19,78.9,9,33,42,20,6,2,9,14,86,13,1,642
1284,Minnesota Timberwolves,37,77,48.1,10,20,50.0,17,23,73.9,7,23,30,23,8,4,16,24,101,-1,0,643
1285,Charlotte Bobcats,37,73,50.7,5,11,45.5,23,26,88.5,8,30,38,21,5,10,17,22,102,1,1,643
1286,Brooklyn Nets,36,80,45.0,16,36,44.4,18,21,85.7,7,24,31,21,7,10,10,20,106,-13,0,644
1287,Houston Rockets,43,87,49.4,12,28,42.9,21,27,77.8,14,36,50,31,6,3,11,18,119,13,1,644
1288,Golden State Warriors,39,93,41.9,13,28,46.4,11,11,100,12,38,50,25,8,4,15,25,102,-7,0,645
1289,Milwaukee Bucks,41,101,40.6,13,30,43.3,14,20,70.0,22,36,58,24,7,7,12,15,109,7,1,645
1290,Phoenix Suns,41,81,50.6,6,12,50.0,11,14,78.6,9,35,44,30,4,0,15,19,99,-9,0,646
1291,San Antonio Spurs,41,83,49.4,7,24,29.2,19,23,82.6,7,31,38,20,7,1,9,16,108,9,1,646
1292,Sacramento Kings,37,88,42.0,8,22,36.4,11,22,50.0,13,27,40,20,8,5,19,16,93,-28,0,647
1293,Denver Nuggets,47,89,52.8,13,31,41.9,14,17,82.4,10,41,51,34,13,7,15,21,121,28,1,647
1294,Indiana Pacers,44,82,53.7,7,21,33.3,15,18,83.3,17,25,42,21,9,5,21,24,110,-4,0,648
1295,Utah Jazz,44,83,53.0,3,10,30.0,23,26,88.5,9,19,28,28,17,6,14,18,114,4,1,648
1296,Los Angeles Clippers,40,81,49.4,7,16,43.8,13,17,76.5,15,26,41,25,6,4,15,22,100,-1,0,649
1297,Portland Trail Blazers,35,75,46.7,11,25,44.0,20,21,95.2,9,23,32,23,10,1,14,19,101,1,1,649
1298,Miami Heat,39,96,40.6,5,23,21.7,15,20,75.0,17,36,53,19,6,6,20,27,98,-2,0,650
1299,Boston Celtics,36,88,40.9,5,20,25.0,23,27,85.2,8,38,46,24,11,8,14,20,100,2,1,650
1300,Oklahoma City Thunder,36,81,44.4,4,16,25.0,20,26,76.9,10,29,39,24,9,6,9,26,96,-9,0,651
1301,Los Angeles Lakers,41,74,55.4,7,17,41.2,16,29,55.2,6,37,43,29,6,3,13,20,105,9,1,651
1302,Detroit Pistons,40,79,50.6,11,23,47.8,13,18,72.2,7,30,37,25,8,7,12,14,104,2,0,652
1303,Orlando Magic,40,90,44.4,10,23,43.5,12,16,75.0,18,33,51,26,9,2,15,21,102,-2,1,652
1304,New Orleans Hornets,33,77,42.9,9,20,45.0,16,23,69.6,14,29,43,20,6,7,15,19,91,8,0,653
1305,Memphis Grizzlies,32,88,36.4,3,16,18.8,16,18,88.9,22,25,47,18,10,7,15,17,83,-8,1,653
1306,Atlanta Hawks,39,65,60.0,10,23,43.5,16,20,80.0,7,23,30,21,7,2,19,21,104,-2,0,654
1307,New York Knicks,39,72,54.2,16,27,59.3,12,17,70.6,6,20,26,22,6,3,14,17,106,2,1,654
1308,Phoenix Suns,34,77,44.2,4,17,23.5,23,28,82.1,8,30,38,22,7,6,17,15,95,-15,0,655
1309,Dallas Mavericks,45,88,51.1,5,11,45.5,15,18,83.3,12,32,44,26,8,0,13,24,110,15,1,655
1310,Portland Trail Blazers,29,66,43.9,3,15,20.0,22,29,75.9,9,30,39,28,9,4,19,13,83,-13,0,656
1311,Los Angeles Clippers,42,82,51.2,6,17,35.3,6,9,66.7,8,29,37,33,8,2,12,23,96,13,1,656
1312,Golden State Warriors,46,86,53.5,6,15,40.0,16,20,80.0,13,36,49,22,4,8,13,19,114,12,0,657
1313,Toronto Raptors,38,87,43.7,6,19,31.6,20,23,87.0,11,26,37,28,7,4,10,18,102,-12,1,657
1314,Memphis Grizzlies,40,73,54.8,8,13,61.5,15,19,78.9,9,29,38,26,6,4,17,15,103,3,0,658
1315,Philadelphia 76ers,45,83,54.2,4,9,44.4,6,9,66.7,6,21,27,25,8,4,9,14,100,-3,1,658
1316,Sacramento Kings,36,82,43.9,9,23,39.1,15,25,60.0,7,28,35,24,14,3,10,19,96,2,0,659
1317,Washington Wizards,37,77,48.1,3,11,27.3,17,21,81.0,10,35,45,20,4,2,20,19,94,-2,1,659
1318,Orlando Magic,32,79,40.5,6,27,22.2,7,9,77.8,11,25,36,24,9,5,15,12,77,-20,0,660
1319,Brooklyn Nets,37,74,50.0,13,29,44.8,10,12,83.3,12,33,45,23,8,3,20,13,97,20,1,660
1320,Charlotte Bobcats,32,81,39.5,6,12,50.0,15,21,71.4,11,30,41,12,3,5,10,20,85,-8,0,661
1321,Chicago Bulls,35,78,44.9,7,18,38.9,16,25,64.0,15,33,48,22,5,14,11,20,93,8,1,661
1322,Indiana Pacers,39,85,45.9,11,23,47.8,12,17,70.6,16,27,43,23,6,5,18,27,101,-1,0,662
1323,Denver Nuggets,37,78,47.4,7,14,50.0,21,30,70.0,9,32,41,23,10,4,14,23,102,1,1,662
1324,Houston Rockets,47,89,52.8,16,34,47.1,15,18,83.3,10,34,44,27,12,4,5,18,125,45,0,663
1325,Utah Jazz,32,81,39.5,5,18,27.8,11,19,57.9,14,25,39,19,2,9,15,19,80,-45,1,663
1326,Golden State Warriors,45,84,53.6,11,16,68.8,7,10,70.0,7,32,39,31,8,9,14,23,108,13,0,664
1327,Cleveland Cavaliers,36,84,42.9,4,18,22.2,19,25,76.0,12,24,36,27,8,4,11,13,95,-13,1,664
1328,Milwaukee Bucks,46,98,46.9,11,23,47.8,14,22,63.6,21,27,48,28,13,8,10,21,117,27,0,665
1329,Detroit Pistons,34,84,40.5,2,11,18.2,20,28,71.4,21,30,51,18,7,4,20,20,90,-27,1,665
1330,Dallas Mavericks,42,84,50.0,8,15,53.3,12,15,80.0,10,30,40,31,8,2,16,21,104,-2,0,666
1331,Portland Trail Blazers,39,86,45.3,10,28,35.7,18,23,78.3,15,31,46,24,8,5,14,14,106,2,1,666
1332,New Orleans Hornets,39,92,42.4,9,19,47.4,19,21,90.5,8,29,37,21,8,0,9,25,106,-5,0,667
1333,Los Angeles Lakers,39,79,49.4,12,33,36.4,21,33,63.6,9,41,50,34,7,4,14,17,111,5,1,667
1334,Washington Wizards,30,75,40.0,7,22,31.8,17,21,81.0,8,38,46,22,5,6,18,15,84,-8,0,668
1335,Philadelphia 76ers,40,95,42.1,6,13,46.2,6,10,60.0,11,32,43,27,9,6,9,17,92,8,1,668
1336,Detroit Pistons,32,88,36.4,3,18,16.7,12,27,44.4,16,28,44,11,8,10,13,17,79,-19,0,669
1337,Indiana Pacers,36,81,44.4,7,14,50.0,19,21,90.5,15,41,56,23,8,4,17,18,98,19,1,669
1338,Sacramento Kings,29,73,39.7,6,17,35.3,17,26,65.4,11,27,38,13,11,1,18,19,81,-18,0,670
1339,Boston Celtics,39,73,53.4,5,16,31.3,16,20,80.0,6,32,38,22,9,4,16,22,99,18,1,670
1340,Orlando Magic,38,77,49.4,7,26,26.9,14,16,87.5,8,23,31,14,4,0,10,13,97,-16,0,671
1341,New York Knicks,47,82,57.3,14,34,41.2,5,8,62.5,10,26,36,30,4,4,9,18,113,16,1,671
1342,Toronto Raptors,33,85,38.8,9,22,40.9,17,23,73.9,15,37,52,16,6,5,17,18,92,-1,0,672
1343,Atlanta Hawks,36,75,48.0,10,26,38.5,11,18,61.1,3,33,36,26,10,8,17,18,93,1,1,672
1344,Miami Heat,43,83,51.8,11,19,57.9,8,14,57.1,13,25,38,21,10,3,13,20,105,20,0,673
1345,Brooklyn Nets,31,69,44.9,5,17,29.4,18,24,75.0,10,24,34,20,7,6,19,13,85,-20,1,673
1346,Chicago Bulls,45,91,49.5,4,13,30.8,10,13,76.9,15,30,45,27,10,5,11,22,104,16,0,674
1347,Milwaukee Bucks,34,82,41.5,6,14,42.9,14,19,73.7,15,26,41,17,3,7,18,19,88,-16,1,674
1348,Los Angeles Clippers,35,76,46.1,3,9,33.3,23,36,63.9,14,31,45,16,11,4,15,18,96,6,0,675
1349,Minnesota Timberwolves,33,76,43.4,5,19,26.3,19,27,70.4,8,30,38,20,9,3,13,25,90,-6,1,675
1350,Charlotte Bobcats,30,73,41.1,4,19,21.1,14,17,82.4,9,23,32,13,12,2,23,16,78,-24,0,676
1351,San Antonio Spurs,38,69,55.1,9,16,56.3,17,21,81.0,6,29,35,28,16,5,23,20,102,24,1,676
1352,Houston Rockets,39,81,48.1,8,27,29.6,24,35,68.6,10,32,42,22,11,6,21,29,110,-8,0,677
1353,Denver Nuggets,42,82,51.2,8,28,28.6,26,36,72.2,9,31,40,21,9,7,20,23,118,8,1,677
1354,New Orleans Hornets,37,78,47.4,8,22,36.4,17,28,60.7,10,33,43,22,5,7,12,32,99,-5,0,678
1355,Utah Jazz,34,68,50.0,4,12,33.3,32,46,69.6,7,33,40,24,6,5,13,24,104,5,1,678
1356,Los Angeles Lakers,33,78,42.3,8,27,29.6,12,19,63.2,11,35,46,19,7,4,19,16,86,-6,0,679
1357,Phoenix Suns,38,83,45.8,3,12,25.0,13,15,86.7,7,29,36,21,11,2,11,20,92,6,1,679
1358,Memphis Grizzlies,34,98,34.7,6,25,24.0,15,19,78.9,21,27,48,19,12,2,13,23,89,-17,0,680
1359,Oklahoma City Thunder,40,72,55.6,5,14,35.7,21,25,84.0,4,39,43,25,5,11,16,18,106,17,1,680
1360,Dallas Mavericks,36,81,44.4,8,25,32.0,17,24,70.8,12,35,47,25,8,5,15,18,97,-3,0,681
1361,Golden State Warriors,36,84,42.9,7,20,35.0,21,25,84.0,12,34,46,26,6,4,12,21,100,3,1,681
1362,Los Angeles Clippers,25,72,34.7,3,19,15.8,20,31,64.5,9,28,37,12,6,4,14,16,73,-25,0,682
1363,Toronto Raptors,38,81,46.9,12,26,46.2,10,17,58.8,11,34,45,30,7,6,12,25,98,25,1,682
1364,Miami Heat,33,70,47.1,5,14,35.7,18,24,75.0,6,19,25,21,7,6,11,22,89,-13,0,683
1365,Indiana Pacers,39,70,55.7,7,17,41.2,17,24,70.8,8,26,34,21,5,3,12,22,102,13,1,683
1366,Orlando Magic,36,95,37.9,3,19,15.8,9,9,100,15,32,47,19,10,6,14,13,84,-13,0,684
1367,Boston Celtics,42,84,50.0,4,18,22.2,9,14,64.3,10,38,48,30,9,5,14,13,97,13,1,684
1368,Chicago Bulls,34,78,43.6,1,14,7.1,20,22,90.9,11,18,29,23,9,3,13,17,89,-4,0,685
1369,Brooklyn Nets,39,75,52.0,5,11,45.5,10,20,50.0,11,29,40,19,7,4,14,18,93,4,1,685
1370,Milwaukee Bucks,33,83,39.8,8,20,40.0,12,17,70.6,12,28,40,18,7,3,13,22,86,-10,0,686
1371,New York Knicks,32,76,42.1,13,35,37.1,19,26,73.1,14,36,50,17,5,4,15,15,96,10,1,686
1372,Sacramento Kings,30,79,38.0,1,10,10.0,19,25,76.0,9,26,35,21,12,4,13,15,80,-9,0,687
1373,Philadelphia 76ers,36,76,47.4,3,14,21.4,14,19,73.7,9,38,47,20,6,4,18,18,89,9,1,687
1374,Cleveland Cavaliers,35,88,39.8,6,20,30.0,23,26,88.5,13,29,42,19,5,6,15,33,99,-18,0,688
1375,Detroit Pistons,45,83,54.2,4,14,28.6,23,43,53.5,13,36,49,27,8,11,11,21,117,18,1,688
1376,Washington Wizards,34,83,41.0,5,20,25.0,3,3,100,7,24,31,19,12,0,15,19,76,-9,0,689
1377,Memphis Grizzlies,35,78,44.9,1,7,14.3,14,17,82.4,12,34,46,22,9,6,18,12,85,9,1,689
1378,New Orleans Hornets,38,72,52.8,4,13,30.8,18,21,85.7,5,31,36,19,4,8,21,20,98,-15,0,690
1379,Denver Nuggets,44,84,52.4,7,22,31.8,18,22,81.8,7,25,32,29,14,6,8,20,113,15,1,690
1380,Portland Trail Blazers,29,79,36.7,7,20,35.0,12,16,75.0,12,28,40,15,6,8,15,22,77,-9,0,691
1381,Utah Jazz,35,81,43.2,4,15,26.7,12,17,70.6,9,38,47,19,7,7,13,21,86,9,1,691
1382,Dallas Mavericks,40,88,45.5,8,21,38.1,21,25,84.0,12,39,51,25,10,12,15,18,109,10,0,692
1383,Phoenix Suns,38,89,42.7,4,15,26.7,19,25,76.0,12,34,46,20,9,7,13,21,99,-10,1,692
1384,Los Angeles Lakers,39,92,42.4,12,32,37.5,21,25,84.0,17,40,57,27,6,6,12,14,111,11,0,693
1385,Minnesota Timberwolves,41,89,46.1,10,22,45.5,8,18,44.4,8,32,40,23,8,4,13,18,100,-11,1,693
1386,Chicago Bulls,38,93,40.9,8,20,40.0,9,13,69.2,18,35,53,26,12,5,7,14,93,17,0,694
1387,Atlanta Hawks,31,79,39.2,6,19,31.6,8,15,53.3,12,33,45,17,3,7,14,12,76,-17,1,694
1388,Sacramento Kings,32,76,42.1,6,21,28.6,11,15,73.3,5,25,30,14,8,2,18,15,81,-39,0,695
1389,New York Knicks,47,86,54.7,19,43,44.2,7,13,53.8,15,37,52,34,8,1,17,19,120,39,1,695
1390,Oklahoma City Thunder,41,83,49.4,7,21,33.3,21,26,80.8,14,33,47,19,10,11,16,20,110,-5,0,696
1391,Cleveland Cavaliers,43,90,47.8,9,18,50.0,20,23,87.0,14,30,44,27,9,2,13,16,115,5,1,696
1392,Charlotte Bobcats,33,79,41.8,8,19,42.1,21,24,87.5,9,26,35,18,7,7,13,23,95,-14,0,697
1393,Houston Rockets,42,82,51.2,7,20,35.0,18,23,78.3,14,36,50,27,5,5,14,19,109,14,1,697
1394,New Orleans Hornets,28,70,40.0,3,14,21.4,27,33,81.8,9,19,28,15,12,4,23,25,86,-29,0,698
1395,Minnesota Timberwolves,45,77,58.4,5,15,33.3,20,29,69.0,15,29,44,30,12,5,18,27,115,29,1,698
1396,Orlando Magic,41,94,43.6,5,19,26.3,11,22,50.0,20,32,52,32,9,5,17,17,98,-9,0,699
1397,Milwaukee Bucks,42,90,46.7,9,24,37.5,14,20,70.0,14,28,42,26,6,9,16,16,107,9,1,699
1398,Washington Wizards,36,88,40.9,6,22,27.3,8,17,47.1,12,29,41,24,8,2,16,23,86,-10,0,700
1399,San Antonio Spurs,38,78,48.7,5,20,25.0,15,16,93.8,3,42,45,25,5,4,16,17,96,10,1,700
1400,Utah Jazz,39,90,43.3,8,19,42.1,13,16,81.3,10,27,37,24,9,2,4,22,99,-6,0,701
1401,Portland Trail Blazers,38,75,50.7,10,18,55.6,19,28,67.9,10,39,49,25,2,6,16,17,105,6,1,701
1402,Phoenix Suns,35,86,40.7,5,15,33.3,18,24,75.0,15,33,48,22,7,1,12,21,93,-20,0,702
1403,Golden State Warriors,45,89,50.6,9,19,47.4,14,20,70.0,14,33,47,34,5,3,13,24,113,20,1,702
1404,Los Angeles Clippers,40,79,50.6,9,21,42.9,15,21,71.4,13,28,41,27,9,2,20,26,104,-2,0,703
1405,Boston Celtics,36,72,50.0,11,18,61.1,23,27,85.2,6,23,29,23,8,2,17,22,106,2,1,703
1406,Los Angeles Lakers,39,83,47.0,6,20,30.0,14,22,63.6,7,34,41,24,9,3,14,15,98,1,0,704
1407,Detroit Pistons,41,92,44.6,5,14,35.7,10,15,66.7,10,37,47,26,10,8,14,18,97,-1,1,704
1408,Miami Heat,40,75,53.3,3,12,25.0,17,23,73.9,7,27,34,19,10,4,12,23,100,15,0,705
1409,Toronto Raptors,28,75,37.3,4,18,22.2,25,32,78.1,14,24,38,15,10,3,15,24,85,-15,1,705
1410,Chicago Bulls,39,88,44.3,4,16,25.0,19,22,86.4,12,23,35,18,7,6,10,25,101,-10,0,706
1411,Indiana Pacers,39,74,52.7,6,14,42.9,27,34,79.4,13,34,47,23,6,8,16,19,111,10,1,706
1412,Orlando Magic,27,80,33.8,1,12,8.3,6,8,75.0,10,36,46,20,5,2,12,5,61,-17,0,707
1413,Philadelphia 76ers,36,79,45.6,3,20,15.0,3,5,60.0,7,39,46,26,8,7,11,10,78,17,1,707
1414,Los Angeles Clippers,37,79,46.8,4,17,23.5,12,15,80.0,9,35,44,21,6,6,20,24,90,-8,0,708
1415,Washington Wizards,37,84,44.0,7,12,58.3,17,27,63.0,13,31,44,27,11,8,12,16,98,8,1,708
1416,Detroit Pistons,38,90,42.2,3,13,23.1,6,12,50.0,17,26,43,15,10,5,12,13,85,-14,0,709
1417,New York Knicks,36,79,45.6,14,34,41.2,13,16,81.3,14,32,46,22,6,2,15,16,99,14,1,709
1418,Charlotte Bobcats,34,80,42.5,8,25,32.0,18,20,90.0,12,28,40,13,8,5,13,24,94,-5,0,710
1419,Miami Heat,41,81,50.6,1,12,8.3,16,24,66.7,12,27,39,23,6,5,11,18,99,5,1,710
1420,Dallas Mavericks,36,87,41.4,3,16,18.8,16,20,80.0,6,34,40,21,7,9,14,18,91,-21,0,711
1421,Oklahoma City Thunder,41,87,47.1,10,25,40.0,20,27,74.1,8,40,48,25,11,8,11,19,112,21,1,711
1422,Portland Trail Blazers,41,70,58.6,7,18,38.9,11,16,68.8,8,31,39,23,5,8,28,24,100,2,0,712
1423,Minnesota Timberwolves,40,85,47.1,3,13,23.1,15,19,78.9,10,19,29,23,13,2,12,20,98,-2,1,712
1424,Sacramento Kings,35,87,40.2,3,20,15.0,18,25,72.0,15,24,39,13,11,4,13,21,91,-7,0,713
1425,Utah Jazz,38,72,52.8,7,12,58.3,15,18,83.3,5,36,41,25,8,8,20,19,98,7,1,713
1426,Atlanta Hawks,36,81,44.4,8,21,38.1,23,28,82.1,5,34,39,26,5,3,16,33,103,-11,0,714
1427,Indiana Pacers,36,75,48.0,11,25,44.0,31,40,77.5,5,32,37,28,7,8,12,26,114,11,1,714
1428,Los Angeles Lakers,37,82,45.1,3,13,23.1,15,18,83.3,5,35,40,20,5,5,13,18,92,9,0,715
1429,Brooklyn Nets,31,89,34.8,6,23,26.1,15,19,78.9,20,32,52,16,7,5,16,18,83,-9,1,715
1430,Phoenix Suns,37,73,50.7,4,10,40.0,18,22,81.8,11,29,40,19,9,2,21,23,96,6,0,716
1431,Memphis Grizzlies,36,82,43.9,3,9,33.3,15,17,88.2,14,20,34,15,7,0,16,20,90,-6,1,716
1432,Golden State Warriors,41,86,47.7,3,15,20.0,24,30,80.0,11,29,40,21,2,5,12,26,109,-31,0,717
1433,Houston Rockets,46,91,50.5,23,40,57.5,25,35,71.4,14,34,48,35,6,2,8,24,140,31,1,717
1434,Milwaukee Bucks,48,100,48.0,3,16,18.8,5,11,45.5,12,32,44,27,6,11,16,28,104,-8,0,718
1435,Denver Nuggets,40,91,44.0,5,16,31.3,27,37,73.0,16,37,53,26,9,12,17,19,112,8,1,718
1436,Boston Celtics,35,73,47.9,4,19,21.1,25,30,83.3,6,35,41,21,4,5,13,20,99,4,0,719
1437,Toronto Raptors,34,82,41.5,4,18,22.2,23,26,88.5,12,31,43,18,12,2,15,23,95,-4,1,719
1438,Indiana Pacers,32,81,39.5,5,17,29.4,19,25,76.0,16,38,54,20,10,4,9,8,88,19,0,720
1439,Philadelphia 76ers,31,89,34.8,2,8,25.0,5,7,71.4,16,35,51,20,8,8,15,17,69,-19,1,720
1440,New York Knicks,34,84,40.5,9,28,32.1,19,23,82.6,12,29,41,14,5,3,9,12,96,-10,0,721
1441,Washington Wizards,42,79,53.2,11,20,55.0,11,14,78.6,7,31,38,23,3,4,10,17,106,10,1,721
1442,Los Angeles Clippers,33,82,40.2,6,18,33.3,14,22,63.6,13,35,48,17,16,6,14,16,86,10,0,722
1443,Orlando Magic,30,87,34.5,6,20,30.0,10,14,71.4,14,36,50,16,6,5,18,20,76,-10,1,722
1444,Charlotte Bobcats,37,79,46.8,6,15,40.0,15,25,60.0,9,28,37,21,5,5,13,10,95,-27,0,723
1445,Cleveland Cavaliers,52,92,56.5,9,24,37.5,9,13,69.2,10,35,45,33,6,5,6,20,122,27,1,723
1446,Memphis Grizzlies,38,84,45.2,5,12,41.7,11,16,68.8,9,29,38,28,6,4,8,19,92,-11,0,724
1447,Atlanta Hawks,38,74,51.4,10,24,41.7,17,23,73.9,6,40,46,28,4,5,13,16,103,11,1,724
1448,Houston Rockets,39,80,48.7,9,25,36.0,21,25,84.0,8,31,39,19,6,2,16,26,108,-6,0,725
1449,Miami Heat,40,82,48.8,10,23,43.5,24,28,85.7,8,30,38,23,9,6,10,16,114,6,1,725
1450,Brooklyn Nets,34,82,41.5,6,16,37.5,19,25,76.0,15,31,46,22,6,5,13,19,93,3,0,726
1451,Detroit Pistons,36,83,43.4,3,17,17.6,15,21,71.4,14,27,41,28,7,7,14,29,90,-3,1,726
1452,Phoenix Suns,35,78,44.9,1,15,6.7,13,15,86.7,11,29,40,19,4,4,16,17,84,-9,0,727
1453,New Orleans Hornets,39,75,52.0,4,14,28.6,11,17,64.7,9,24,33,24,10,7,11,17,93,9,1,727
1454,Golden State Warriors,38,93,40.9,10,20,50.0,12,16,75.0,13,36,49,25,7,4,19,15,98,-21,0,728
1455,Oklahoma City Thunder,48,95,50.5,8,23,34.8,15,20,75.0,10,40,50,29,12,16,12,12,119,21,1,728
1456,Portland Trail Blazers,36,84,42.9,10,30,33.3,17,19,89.5,7,35,42,20,6,1,6,20,99,-6,0,729
1457,Dallas Mavericks,41,86,47.7,10,20,50.0,13,19,68.4,11,35,46,22,5,3,8,16,105,6,1,729
1458,San Antonio Spurs,37,81,45.7,10,25,40.0,20,21,95.2,7,34,41,24,13,5,13,22,104,10,0,730
1459,Minnesota Timberwolves,33,81,40.7,8,18,44.4,20,23,87.0,12,37,49,16,7,5,15,19,94,-10,1,730
1460,Milwaukee Bucks,29,82,35.4,6,19,31.6,22,29,75.9,9,28,37,15,12,9,16,21,86,-14,0,731
1461,Utah Jazz,39,81,48.1,5,10,50.0,17,26,65.4,17,33,50,23,9,12,19,23,100,14,1,731
1462,Los Angeles Lakers,36,87,41.4,5,23,21.7,18,30,60.0,13,30,43,16,2,3,12,19,95,-21,0,732
1463,Boston Celtics,46,87,52.9,5,11,45.5,19,25,76.0,12,36,48,25,10,5,9,28,116,21,1,732
1464,Chicago Bulls,38,91,41.8,10,27,37.0,10,14,71.4,16,18,34,26,5,4,14,16,96,-32,0,733
1465,Denver Nuggets,50,86,58.1,9,19,47.4,19,23,82.6,16,30,46,29,11,8,10,16,128,32,1,733
1466,Brooklyn Nets,25,76,32.9,5,18,27.8,19,32,59.4,10,37,47,17,9,5,15,14,74,-15,0,734
1467,Washington Wizards,36,80,45.0,7,16,43.8,10,11,90.9,5,40,45,19,11,4,12,25,89,15,1,734
1468,Los Angeles Lakers,36,80,45.0,8,26,30.8,20,25,80.0,6,40,46,23,6,10,13,17,100,7,0,735
1469,Charlotte Bobcats,38,89,42.7,4,14,28.6,13,19,68.4,8,38,46,30,10,4,10,20,93,-7,1,735
1470,Toronto Raptors,42,96,43.8,2,9,22.2,14,19,73.7,17,29,46,19,9,9,14,31,100,2,0,736
1471,Indiana Pacers,35,78,44.9,9,22,40.9,19,28,67.9,10,32,42,23,6,7,18,22,98,-2,1,736
1472,New Orleans Hornets,45,86,52.3,9,16,56.3,12,18,66.7,11,33,44,24,4,5,13,19,111,11,0,737
1473,Atlanta Hawks,35,74,47.3,13,24,54.2,17,23,73.9,5,28,33,30,8,6,17,15,100,-11,1,737
1474,San Antonio Spurs,37,81,45.7,10,24,41.7,25,30,83.3,9,24,33,20,8,9,7,16,109,-10,0,738
1475,Detroit Pistons,46,89,51.7,10,22,45.5,17,20,85.0,15,34,49,26,5,4,12,20,119,10,1,738
1476,Orlando Magic,45,86,52.3,8,21,38.1,10,13,76.9,9,30,39,30,3,7,19,26,108,-11,0,739
1477,Cleveland Cavaliers,39,80,48.7,7,14,50.0,34,41,82.9,7,25,32,23,10,3,6,15,119,11,1,739
1478,Los Angeles Clippers,34,77,44.2,7,16,43.8,14,19,73.7,11,24,35,23,9,5,18,24,89,-22,0,740
1479,Miami Heat,36,68,52.9,15,27,55.6,24,32,75.0,8,28,36,22,11,4,13,21,111,22,1,740
1480,Golden State Warriors,36,74,48.6,6,17,35.3,15,20,75.0,7,27,34,18,5,4,16,25,93,-6,0,741
1481,Memphis Grizzlies,36,79,45.6,8,20,40.0,19,23,82.6,9,34,43,26,6,4,12,22,99,6,1,741
1482,Portland Trail Blazers,40,88,45.5,8,26,30.8,15,20,75.0,15,25,40,21,4,4,11,12,103,-15,0,742
1483,Houston Rockets,47,79,59.5,12,26,46.2,12,16,75.0,7,32,39,27,5,9,10,19,118,15,1,742
1484,Phoenix Suns,39,83,47.0,7,18,38.9,11,15,73.3,11,28,39,18,4,4,16,18,96,-31,0,743
1485,Oklahoma City Thunder,50,87,57.5,14,21,66.7,13,18,72.2,10,30,40,29,10,11,8,20,127,31,1,743
1486,New York Knicks,38,81,46.9,8,26,30.8,16,20,80.0,10,32,42,19,5,6,8,19,100,6,0,744
1487,Minnesota Timberwolves,37,80,46.3,1,13,7.7,19,27,70.4,12,29,41,19,6,2,9,18,94,-6,1,744
1488,Chicago Bulls,36,79,45.6,5,12,41.7,16,18,88.9,15,26,41,25,6,2,9,16,93,4,0,745
1489,Utah Jazz,37,78,47.4,4,16,25.0,11,17,64.7,13,24,37,21,4,10,12,22,89,-4,1,745
1490,Denver Nuggets,40,80,50.0,6,17,35.3,25,34,73.5,15,31,46,23,9,8,20,21,111,8,0,746
1491,Cleveland Cavaliers,37,84,44.0,9,20,45.0,20,26,76.9,11,27,38,24,9,5,15,23,103,-8,1,746
1492,Charlotte Bobcats,27,88,30.7,2,16,12.5,20,23,87.0,12,28,40,20,5,3,7,17,76,-11,0,747
1493,Philadelphia 76ers,39,93,41.9,2,16,12.5,7,10,70.0,16,44,60,24,2,2,11,19,87,11,1,747
1494,Detroit Pistons,41,83,49.4,8,17,47.1,15,19,78.9,11,35,46,25,11,2,20,20,105,5,0,748
1495,Milwaukee Bucks,34,86,39.5,7,17,41.2,25,28,89.3,12,30,42,19,12,7,13,14,100,-5,1,748
1496,Golden State Warriors,34,89,38.2,6,16,37.5,17,24,70.8,17,35,52,12,4,1,15,26,91,-25,0,749
1497,Dallas Mavericks,38,77,49.4,11,20,55.0,29,38,76.3,6,38,44,25,9,6,10,23,116,25,1,749
1498,Utah Jazz,40,82,48.8,4,15,26.7,25,26,96.2,11,28,39,23,8,7,18,27,109,-11,0,750
1499,Sacramento Kings,44,85,51.8,8,19,42.1,24,35,68.6,16,28,44,27,11,6,16,24,120,11,1,750
1500,Los Angeles Clippers,41,80,51.2,10,28,35.7,10,16,62.5,13,30,43,21,10,6,14,19,102,14,0,751
1501,New York Knicks,33,74,44.6,7,23,30.4,15,18,83.3,10,25,35,11,10,3,16,18,88,-14,1,751
1502,Los Angeles Lakers,35,70,50.0,7,12,58.3,20,26,76.9,5,24,29,16,9,3,14,17,97,-10,0,752
1503,Miami Heat,44,80,55.0,6,16,37.5,13,14,92.9,10,28,38,19,10,6,11,27,107,10,1,752
1504,Denver Nuggets,48,113,42.5,8,26,30.8,10,17,58.8,15,50,65,25,10,11,21,19,114,-4,0,753
