,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
1261,Phoenix Suns,35,85,41.2,9,37,24.3,18,24,75,14,31,45,20,2,1,12,16,97,-23,1,2
1262,Portland Trail Blazers,39,79,49.4,11,25,44,14,17,82.4,8,30,38,19,6,3,17,27,103,-17,0,3
1263,Minnesota Timberwolves,43,80,53.7,7,19,36.8,27,33,81.8,7,31,38,21,12,3,11,17,120,17,1,3
1264,Charlotte Hornets,43,84,51.2,10,21,47.6,22,33,66.7,9,40,49,21,9,4,15,11,118,11,0,0
1265,Detroit Pistons,42,86,48.8,15,29,51.7,8,11,72.7,3,35,38,27,10,5,16,24,107,-11,1,0
1266,Toronto Raptors,38,95,40,9,32,28.1,26,30,86.7,12,32,44,20,8,1,15,31,111,-6,0,1
1267,Philadelphia 76ers,40,81,49.4,6,25,24,31,38,81.6,10,38,48,22,8,9,21,28,117,6,1,1
1268,Milwaukee Bucks,38,81,46.9,8,16,50,20,29,69,15,29,44,21,14,6,17,25,104,9,0,2
1269,Washington Wizards,32,76,42.1,6,21,28.6,25,31,80.6,11,28,39,19,10,8,23,22,95,-9,1,2
1270,San Antonio Spurs,37,87,42.5,8,22,36.4,17,20,85,8,29,37,24,12,5,9,13,99,-3,0,3
1271,Atlanta Hawks,40,86,46.5,9,25,36,13,14,92.9,11,39,50,23,8,2,15,23,102,3,1,3
1272,New York Knicks,42,82,51.2,9,16,56.3,26,37,70.3,8,43,51,27,5,10,9,24,119,15,0,4
1273,Brooklyn Nets,32,87,36.8,11,32,34.4,29,36,80.6,11,34,45,16,5,3,11,23,104,-15,1,4
1274,Miami Heat,40,84,47.6,12,36,33.3,19,24,79.2,4,36,40,35,5,4,14,19,111,-8,0,5
1275,Chicago Bulls,42,88,47.7,16,39,41,19,22,86.4,7,38,45,27,6,2,9,23,119,8,1,5
1276,Los Angeles Lakers,38,96,39.6,12,35,34.3,26,31,83.9,12,32,44,25,11,8,13,23,114,-9,0,6
1277,Memphis Grizzlies,42,82,51.2,10,22,45.5,29,34,85.3,6,42,48,24,8,8,18,26,123,9,1,6
1278,Sacramento Kings,33,84,39.3,7,30,23.3,15,25,60,6,31,37,22,13,0,13,28,88,-7,0,7
1279,Oklahoma City Thunder,36,86,41.9,9,30,30,14,29,48.3,18,41,59,20,10,6,18,19,95,7,1,7
1280,Golden State Warriors,41,85,48.2,12,32,37.5,24,30,80,13,35,48,33,8,6,16,23,118,10,0,8
1281,Cleveland Cavaliers,43,94,45.7,7,28,25,15,22,68.2,12,31,43,26,9,5,15,22,108,-10,1,8
1282,Indiana Pacers,41,77,53.2,14,26,53.8,13,15,86.7,8,35,43,26,7,2,14,18,109,15,0,9
1283,Utah Jazz,36,81,44.4,9,33,27.3,13,17,76.5,9,29,38,11,11,7,13,12,94,-15,1,9
1284,Houston Rockets,38,94,40.4,13,44,29.5,13,16,81.3,13,24,37,21,9,4,12,21,102,-11,0,10
1285,LA Clippers,44,79,55.7,10,25,40,15,20,75,4,37,41,30,6,10,18,17,113,11,1,10
1286,Minnesota Timberwolves,43,98,43.9,7,16,43.8,9,10,90,11,26,37,19,10,9,7,21,102,-6,0,0
1287,Orlando Magic,40,90,44.4,11,31,35.5,17,19,89.5,15,36,51,24,4,10,16,15,108,6,1,0
1288,New Orleans Pelicans,45,100,45,7,27,25.9,19,25,76,13,42,55,28,11,6,15,14,116,3,0,1
1289,Boston Celtics,40,101,39.6,19,50,38,14,16,87.5,12,41,53,27,7,3,18,24,113,-3,1,1
1290,Dallas Mavericks,38,78,48.7,8,27,29.6,18,22,81.8,5,30,35,17,10,3,16,24,102,-3,0,2
1291,Denver Nuggets,40,86,46.5,8,26,30.8,17,26,65.4,15,32,47,23,10,3,18,23,105,3,1,2
1292,Phoenix Suns,37,89,41.6,16,41,39,21,22,95.5,12,31,43,21,6,3,13,15,111,-7,0,3
1293,Portland Trail Blazers,46,91,50.5,17,35,48.6,9,10,90,9,34,43,21,7,6,9,16,118,7,1,3
1294,Washington Wizards,40,82,48.8,13,23,56.5,16,23,69.6,7,33,40,31,3,7,16,23,109,-24,0,0
1295,Charlotte Hornets,48,98,49,15,31,48.4,22,26,84.6,13,36,49,27,10,5,9,18,133,24,1,0
1296,New Orleans Pelicans,35,80,43.8,10,27,37,13,19,68.4,9,34,43,27,5,6,12,20,93,-1,0,1
1297,Atlanta Hawks,37,89,41.6,10,40,25,10,13,76.9,12,31,43,32,5,3,10,22,94,1,1,1
1298,San Antonio Spurs,34,82,41.5,9,19,47.4,23,31,74.2,7,35,42,24,8,4,9,20,100,5,0,2
1299,Brooklyn Nets,35,83,42.2,13,36,36.1,12,18,66.7,6,41,47,23,3,1,14,28,95,-5,1,2
1300,Detroit Pistons,37,88,42,10,28,35.7,7,15,46.7,11,31,42,22,14,7,14,20,91,-5,0,3
1301,Toronto Raptors,34,80,42.5,11,31,35.5,17,23,73.9,12,37,49,24,6,8,20,20,96,5,1,3
1302,Golden State Warriors,42,84,50,13,33,39.4,22,25,88,5,44,49,24,5,3,15,16,119,7,0,4
1303,Chicago Bulls,45,106,42.5,10,39,25.6,12,13,92.3,14,35,49,24,10,2,11,19,112,-7,1,4
1304,New York Knicks,35,82,42.7,7,27,25.9,22,23,95.7,12,33,45,22,5,12,14,15,99,-6,0,5
1305,Memphis Grizzlies,41,91,45.1,10,28,35.7,13,17,76.5,15,29,44,23,9,3,11,19,105,6,1,5
1306,Miami Heat,38,82,46.3,10,24,41.7,20,27,74.1,10,36,46,28,4,7,15,28,106,5,0,6
1307,Milwaukee Bucks,33,76,43.4,11,28,39.3,24,32,75,5,33,38,23,6,4,9,25,101,-5,1,6
1308,Los Angeles Lakers,38,81,46.9,10,26,38.5,4,4,100,6,24,30,25,9,1,16,15,90,-24,0,7
1309,Oklahoma City Thunder,46,95,48.4,12,35,34.3,10,12,83.3,21,33,54,22,10,6,16,14,114,24,1,7
1310,Utah Jazz,46,81,56.8,12,29,41.4,16,20,80,6,23,29,26,15,4,10,20,120,15,0,8
1311,Sacramento Kings,38,72,52.8,13,21,61.9,16,20,80,8,28,36,19,9,4,19,21,105,-15,1,8
1312,Denver Nuggets,42,97,43.3,5,25,20,15,18,83.3,20,34,54,23,13,7,19,25,104,-5,0,9
1313,LA Clippers,40,87,46,10,30,33.3,19,31,61.3,17,31,48,22,10,5,20,16,109,5,1,9
1314,Philadelphia 76ers,34,73,46.6,6,17,35.3,15,17,88.2,8,33,41,18,10,5,22,20,89,9,0,0
1315,Boston Celtics,30,74,40.5,7,29,24.1,13,17,76.5,3,28,31,13,7,5,19,20,80,-9,1,0
1316,Orlando Magic,41,88,46.6,5,22,22.7,16,21,76.2,9,33,42,25,12,6,14,22,103,-1,0,1
1317,Cleveland Cavaliers,38,85,44.7,10,34,29.4,18,27,66.7,14,32,46,22,8,4,20,21,104,1,1,1
1318,Minnesota Timberwolves,38,81,46.9,8,24,33.3,14,21,66.7,8,32,40,24,8,8,11,16,98,-18,0,2
1319,Houston Rockets,42,88,47.7,17,39,43.6,15,17,88.2,11,34,45,24,11,5,9,15,116,18,1,2
1320,Indiana Pacers,36,91,39.6,7,26,26.9,7,13,53.8,10,36,46,17,4,4,8,16,86,-14,0,3
1321,Portland Trail Blazers,37,94,39.4,10,32,31.3,16,16,100,14,43,57,17,6,7,11,11,100,14,1,3
1322,San Antonio Spurs,31,91,34.1,5,20,25,16,20,80,17,39,56,18,9,7,12,13,83,-3,0,0
1323,Toronto Raptors,34,85,40,9,26,34.6,9,14,64.3,9,41,50,16,8,1,13,19,86,3,1,0
1324,Miami Heat,35,84,41.7,7,22,31.8,18,25,72,12,31,43,22,7,7,11,22,95,-6,0,1
1325,Brooklyn Nets,36,76,47.4,9,32,28.1,20,26,76.9,10,34,44,20,5,8,14,18,101,6,1,1
1326,Washington Wizards,41,82,50,16,35,45.7,24,27,88.9,8,26,34,28,10,4,13,20,122,10,0,2
1327,Detroit Pistons,40,80,50,10,30,33.3,22,26,84.6,7,28,35,25,8,3,14,22,112,-10,1,2
1328,Sacramento Kings,32,80,40,11,27,40.7,13,18,72.2,11,33,44,18,10,3,21,20,88,-18,0,3
1329,Memphis Grizzlies,39,88,44.3,10,34,29.4,18,23,78.3,14,35,49,24,12,5,13,17,106,18,1,3
1330,Phoenix Suns,40,81,49.4,14,33,42.4,14,20,70,4,33,37,28,9,6,11,21,108,8,0,4
1331,Denver Nuggets,35,78,44.9,14,36,38.9,16,21,76.2,7,35,42,23,7,5,16,20,100,-8,1,4
1332,New York Knicks,44,89,49.4,11,20,55,18,23,78.3,7,29,36,23,6,6,12,26,117,2,0,5
1333,Utah Jazz,42,91,46.2,11,31,35.5,20,30,66.7,15,37,52,19,4,6,17,20,115,-2,1,5
1334,Oklahoma City Thunder,58,100,58,14,30,46.7,18,28,64.3,16,36,52,37,9,2,13,23,148,24,0,0
1335,Cleveland Cavaliers,46,89,51.7,10,37,27,22,27,81.5,3,25,28,32,7,4,15,18,124,-24,1,0
1336,Chicago Bulls,40,80,50,14,32,43.8,19,21,90.5,4,44,48,31,8,1,16,23,113,16,0,1
1337,Atlanta Hawks,35,92,38,11,48,22.9,16,23,69.6,9,36,45,27,5,4,13,21,97,-16,1,1
1338,Miami Heat,43,87,49.4,13,28,46.4,7,12,58.3,8,39,47,28,5,6,14,17,106,1,0,2
1339,Charlotte Hornets,41,90,45.6,7,27,25.9,16,21,76.2,8,35,43,22,9,8,7,12,105,-1,1,2
1340,Memphis Grizzlies,37,82,45.1,15,35,42.9,15,16,93.8,10,34,44,22,2,1,14,29,104,-7,0,3
1341,New Orleans Pelicans,39,78,50,7,27,25.9,26,32,81.3,6,35,41,23,6,5,10,15,111,7,1,3
1342,Milwaukee Bucks,33,82,40.2,10,32,31.3,18,22,81.8,8,27,35,20,10,3,17,20,94,-22,0,4
1343,Philadelphia 76ers,45,85,52.9,10,25,40,16,19,84.2,11,34,45,32,9,4,16,18,116,22,1,4
1344,Golden State Warriors,40,82,48.8,17,36,47.2,11,15,73.3,4,29,33,31,8,10,19,24,108,-8,0,5
1345,Houston Rockets,41,87,47.1,14,37,37.8,20,29,69,12,34,46,19,14,3,15,18,116,8,1,5
1346,Toronto Raptors,39,83,47,12,33,36.4,19,21,90.5,8,27,35,23,7,7,13,30,109,-6,0,6
1347,Minnesota Timberwolves,38,81,46.9,7,16,43.8,32,42,76.2,15,29,44,21,4,3,11,20,115,6,1,6
1348,LA Clippers,36,82,43.9,11,36,30.6,30,38,78.9,7,27,34,18,17,2,14,24,113,-12,0,7
1349,Utah Jazz,45,82,54.9,11,28,39.3,24,32,75,11,45,56,21,9,3,20,29,125,12,1,7
1350,Dallas Mavericks,38,83,45.8,10,25,40,22,28,78.6,11,26,37,19,9,5,9,21,108,-9,0,8
1351,Portland Trail Blazers,45,86,52.3,18,36,50,9,10,90,9,31,40,19,3,3,14,23,117,9,1,8
1352,Orlando Magic,43,92,46.7,6,21,28.6,11,16,68.8,13,31,44,20,7,9,10,19,103,8,0,0
1353,Boston Celtics,37,85,43.5,8,27,29.6,13,14,92.9,11,33,44,22,6,9,15,18,95,-8,1,0
1354,New York Knicks,44,81,54.3,12,25,48,7,10,70,7,26,33,32,3,5,17,20,107,-20,0,1
1355,Los Angeles Lakers,51,91,56,10,26,38.5,15,21,71.4,12,27,39,31,10,3,6,18,127,20,1,1
1356,Brooklyn Nets,37,80,46.3,13,31,41.9,14,20,70,7,39,46,23,1,3,15,18,101,1,0,2
1357,Detroit Pistons,38,90,42.2,9,29,31,15,17,88.2,7,36,43,21,3,4,6,19,100,-1,1,2
1358,Indiana Pacers,37,84,44,4,19,21.1,16,17,94.1,7,34,41,14,14,1,10,15,94,8,0,3
1359,San Antonio Spurs,35,82,42.7,9,34,26.5,7,12,58.3,10,36,46,24,8,10,20,14,86,-8,1,3
1360,Sacramento Kings,43,97,44.3,10,22,45.5,11,15,73.3,10,32,42,27,8,3,7,22,107,-5,0,0
1361,Charlotte Hornets,38,86,44.2,16,40,40,20,25,80,11,37,48,22,4,10,15,14,112,5,1,0
1362,Utah Jazz,33,76,43.4,4,15,26.7,20,28,71.4,7,32,39,20,8,6,16,15,90,-14,0,1
1363,Atlanta Hawks,40,83,48.2,12,26,46.2,12,12,100,10,34,44,24,8,5,17,24,104,14,1,1
1364,Miami Heat,39,82,47.6,7,30,23.3,5,9,55.6,9,33,42,18,7,4,16,18,90,-9,0,2
1365,Houston Rockets,36,81,44.4,15,37,40.5,12,18,66.7,8,30,38,20,10,3,14,15,99,9,1,2
1366,Philadelphia 76ers,32,71,45.1,14,31,45.2,23,31,74.2,16,32,48,21,2,4,23,28,101,-4,0,3
1367,Memphis Grizzlies,33,78,42.3,10,26,38.5,29,35,82.9,11,21,32,14,14,2,12,26,105,4,1,3
1368,Phoenix Suns,39,79,49.4,9,26,34.6,18,20,90,9,25,34,31,12,2,21,26,105,-4,0,4
1369,Milwaukee Bucks,38,71,53.5,5,17,29.4,28,37,75.7,8,24,32,20,14,5,17,22,109,4,1,4
1370,Chicago Bulls,45,92,48.9,8,31,25.8,30,34,88.2,6,48,54,31,8,6,24,32,128,-4,0,5
1371,New Orleans Pelicans,47,113,41.6,16,44,36.4,22,26,84.6,15,40,55,32,14,3,13,28,132,4,1,5
1372,Washington Wizards,26,86,30.2,7,32,21.9,16,27,59.3,17,30,47,15,7,5,12,18,75,-23,0,6
1373,Dallas Mavericks,38,87,43.7,10,31,32.3,12,17,70.6,9,43,52,20,9,9,11,21,98,23,1,6
1374,Portland Trail Blazers,36,85,42.4,8,25,32,21,26,80.8,11,33,44,19,11,6,11,22,101,-3,0,7
1375,Denver Nuggets,34,83,41,10,30,33.3,26,33,78.8,14,35,49,23,7,8,15,20,104,3,1,7
1376,Minnesota Timberwolves,43,91,47.3,7,22,31.8,33,39,84.6,18,29,47,20,5,4,13,22,126,8,0,8
1377,LA Clippers,47,84,56,9,27,33.3,15,22,68.2,8,32,40,31,4,1,17,27,118,-8,1,8
1378,Sacramento Kings,43,87,49.4,8,26,30.8,11,13,84.6,11,33,44,24,9,11,14,15,105,6,0,0
1379,Orlando Magic,36,83,43.4,11,31,35.5,16,19,84.2,11,29,40,23,9,4,17,17,99,-6,1,0
1380,Brooklyn Nets,37,79,46.8,16,38,42.1,18,25,72,8,37,45,27,1,5,12,25,108,-1,0,1
1381,Oklahoma City Thunder,40,94,42.6,7,25,28,22,32,68.8,16,34,50,12,7,4,4,18,109,1,1,1
1382,Cleveland Cavaliers,35,72,48.6,6,21,28.6,26,31,83.9,6,35,41,19,6,3,18,14,102,-12,0,2
1383,San Antonio Spurs,47,94,50,8,28,28.6,12,16,75,13,32,45,23,11,4,9,19,114,12,1,2
1384,New York Knicks,43,83,51.8,9,22,40.9,17,19,89.5,6,32,38,28,4,0,13,20,112,-11,0,3
1385,Golden State Warriors,46,83,55.4,13,30,43.3,18,20,90,3,33,36,40,6,3,12,16,123,11,1,3
1386,Boston Celtics,42,90,46.7,15,44,34.1,8,10,80,7,35,42,22,3,5,11,25,107,-1,0,4
1387,Los Angeles Lakers,40,91,44,7,26,26.9,21,36,58.3,14,37,51,18,6,2,10,16,108,1,1,4
1388,New Orleans Pelicans,39,87,44.8,9,26,34.6,14,18,77.8,8,34,42,26,6,10,15,19,101,5,0,0
1389,Charlotte Hornets,36,85,42.4,6,21,28.6,18,31,58.1,10,39,49,16,5,6,14,23,96,-5,1,0
1390,Utah Jazz,38,96,39.6,10,31,32.3,12,16,75,9,35,44,24,11,9,14,15,98,3,0,1
1391,Detroit Pistons,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,10,7,19,16,95,-3,1,1
1392,Phoenix Suns,35,84,41.7,9,35,25.7,22,29,75.9,10,32,42,22,3,2,16,26,101,-15,0,2
1393,Indiana Pacers,45,80,56.3,9,24,37.5,17,25,68,3,36,39,32,11,3,12,24,116,15,1,2
1394,Chicago Bulls,36,94,38.3,11,37,29.7,18,22,81.8,10,33,43,20,8,2,11,15,101,-14,0,3
1395,Philadelphia 76ers,42,81,51.9,16,32,50,15,20,75,6,42,48,31,6,7,14,20,115,14,1,3
1396,Toronto Raptors,39,89,43.8,14,36,38.9,16,25,64,12,40,52,25,10,12,17,22,108,15,0,4
1397,Atlanta Hawks,37,94,39.4,7,21,33.3,12,17,70.6,12,35,47,19,8,9,16,21,93,-15,1,4
1398,Houston Rockets,36,82,43.9,21,51,41.2,11,23,47.8,7,36,43,20,8,3,9,19,104,7,0,5
1399,Dallas Mavericks,35,82,42.7,15,35,42.9,12,18,66.7,9,40,49,24,5,2,13,21,97,-7,1,5
1400,San Antonio Spurs,38,82,46.3,10,24,41.7,22,25,88,11,34,45,29,9,6,13,19,108,23,0,6
1401,Memphis Grizzlies,36,83,43.4,2,18,11.1,11,14,78.6,9,32,41,19,7,4,17,25,85,-23,1,6
1402,Minnesota Timberwolves,45,84,53.6,6,16,37.5,18,22,81.8,5,28,33,20,7,2,6,14,114,-9,0,7
1403,Portland Trail Blazers,45,82,54.9,17,31,54.8,16,21,76.2,6,31,37,24,4,1,10,16,123,9,1,7
1404,Boston Celtics,39,93,41.9,14,40,35,21,22,95.5,10,37,47,25,10,3,13,28,113,11,0,8
1405,LA Clippers,35,79,44.3,5,21,23.8,27,39,69.2,10,30,40,26,6,5,19,15,102,-11,1,8
1406,Sacramento Kings,38,81,46.9,5,12,41.7,8,14,57.1,5,33,38,17,3,6,13,21,89,1,0,0
1407,Miami Heat,31,82,37.8,12,34,35.3,14,18,77.8,7,39,46,19,8,4,13,19,88,-1,1,0
1408,Washington Wizards,42,86,48.8,16,35,45.7,12,16,75,12,27,39,25,10,2,23,25,112,-9,0,1
1409,Oklahoma City Thunder,45,87,51.7,9,27,33.3,22,29,75.9,13,27,40,18,16,6,14,15,121,9,1,1
1410,New York Knicks,45,82,54.9,8,21,38.1,20,24,83.3,3,30,33,32,9,5,10,20,118,-12,0,2
1411,Denver Nuggets,48,80,60,14,28,50,20,24,83.3,2,30,32,36,3,2,13,20,130,12,1,2
1412,Minnesota Timberwolves,46,101,45.5,6,20,30,15,18,83.3,13,30,43,25,9,3,10,15,113,-13,0,3
1413,Golden State Warriors,48,89,53.9,21,37,56.8,9,15,60,11,36,47,37,9,8,15,17,126,13,1,3
1414,Atlanta Hawks,37,79,46.8,15,30,50,21,25,84,6,33,39,23,6,5,20,26,110,-11,0,0
1415,Charlotte Hornets,40,88,45.5,13,34,38.2,28,32,87.5,11,32,43,25,13,8,11,25,121,11,1,0
1416,Indiana Pacers,43,91,47.3,13,31,41.9,9,11,81.8,8,29,37,27,13,1,16,15,108,-7,0,1
1417,Cleveland Cavaliers,46,82,56.1,13,37,35.1,10,13,76.9,8,36,44,27,13,4,20,11,115,7,1,1
1418,Utah Jazz,36,87,41.4,10,21,47.6,15,21,71.4,10,37,47,20,7,5,13,16,97,4,0,2
1419,Toronto Raptors,37,95,38.9,7,27,25.9,12,17,70.6,16,36,52,23,10,13,11,18,93,-4,1,2
1420,Los Angeles Lakers,41,91,45.1,5,24,20.8,21,28,75,10,38,48,23,6,3,9,23,108,5,0,3
1421,Chicago Bulls,35,93,37.6,17,36,47.2,16,24,66.7,16,37,53,21,3,7,13,25,103,-5,1,3
1422,LA Clippers,39,80,48.7,10,27,37,21,29,72.4,3,33,36,23,15,6,10,20,109,9,0,4
1423,Memphis Grizzlies,39,81,48.1,8,27,29.6,14,18,77.8,8,35,43,31,1,9,19,24,100,-9,1,4
1424,Brooklyn Nets,33,89,37.1,8,34,23.5,17,20,85,11,34,45,18,5,2,14,19,91,-25,0,5
1425,Milwaukee Bucks,43,83,51.8,12,23,52.2,18,20,90,3,41,44,28,9,6,9,17,116,25,1,5
1426,Houston Rockets,36,78,46.2,12,36,33.3,29,35,82.9,2,33,35,22,10,2,12,23,113,-2,0,6
1427,New Orleans Pelicans,44,82,53.7,11,27,40.7,16,21,76.2,6,36,42,36,8,5,15,26,115,2,1,6
1428,Portland Trail Blazers,39,79,49.4,10,30,33.3,19,23,82.6,10,44,54,20,4,6,14,17,107,14,0,7
1429,Dallas Mavericks,35,89,39.3,10,30,33.3,13,17,76.5,8,29,37,17,9,3,5,19,93,-14,1,7
1430,Philadelphia 76ers,38,79,48.1,9,21,42.9,12,18,66.7,12,38,50,23,5,4,9,20,97,19,0,8
1431,San Antonio Spurs,30,75,40,3,24,12.5,15,18,83.3,5,31,36,20,6,5,9,14,78,-19,1,8
1432,New York Knicks,41,85,48.2,9,25,36,16,22,72.7,10,39,49,25,7,10,16,20,107,22,0,9
1433,Phoenix Suns,33,94,35.1,11,33,33.3,8,13,61.5,12,30,42,15,6,3,14,24,85,-22,1,9
1434,Oklahoma City Thunder,45,93,48.4,14,33,42.4,17,23,73.9,13,30,43,23,9,2,9,20,121,13,0,0
1435,Detroit Pistons,39,84,46.4,12,33,36.4,18,24,75,13,30,43,24,4,3,16,20,108,-13,1,0
1436,Orlando Magic,42,77,54.5,8,25,32,20,32,62.5,13,27,40,21,6,7,14,18,112,-2,0,1
1437,Indiana Pacers,47,87,54,5,18,27.8,15,19,78.9,9,29,38,25,9,1,9,24,114,2,1,1
1438,Washington Wizards,49,85,57.6,18,32,56.3,13,14,92.9,7,31,38,40,7,6,12,21,129,25,0,2
1439,Atlanta Hawks,38,88,43.2,12,43,27.9,16,21,76.2,11,21,32,24,2,4,12,15,104,-25,1,2
1440,Charlotte Hornets,29,84,34.5,5,24,20.8,28,35,80,12,34,46,12,6,6,7,15,91,-4,0,3
1441,Miami Heat,38,85,44.7,8,26,30.8,11,18,61.1,11,40,51,25,4,5,12,24,95,4,1,3
1442,Boston Celtics,37,85,43.5,14,28,50,17,24,70.8,11,34,45,17,6,2,14,23,105,-4,0,4
1443,Golden State Warriors,38,84,45.2,10,27,37,23,26,88.5,10,33,43,19,9,9,11,17,109,4,1,4
1444,Brooklyn Nets,38,82,46.3,9,30,30,12,15,80,11,32,43,22,3,7,15,19,97,-14,0,5
1445,Minnesota Timberwolves,42,96,43.8,4,21,19,23,26,88.5,16,33,49,20,9,7,5,12,111,14,1,5
1446,Dallas Mavericks,34,85,40,11,31,35.5,10,19,52.6,8,35,43,17,8,5,8,15,89,-2,0,6
1447,Denver Nuggets,34,81,40,12,33,36.4,11,15,73.3,9,44,53,23,6,8,14,21,91,2,1,6
1448,Milwaukee Bucks,41,77,53.2,13,28,46.4,15,25,60,7,36,43,28,11,4,14,16,110,14,0,0
1449,Chicago Bulls,36,87,41.4,12,34,35.3,12,15,80,10,31,41,25,8,2,16,18,96,-14,1,0
1450,Phoenix Suns,36,85,42.4,8,33,24.2,22,26,84.6,7,36,43,17,7,2,12,29,102,-11,0,1
1451,Houston Rockets,32,72,44.4,11,37,29.7,38,49,77.6,5,38,43,17,8,2,12,21,113,11,1,1
1452,LA Clippers,45,96,46.9,9,28,32.1,13,18,72.2,11,39,50,29,7,4,12,19,112,9,0,2
1453,New Orleans Pelicans,38,85,44.7,9,35,25.7,18,25,72,7,40,47,23,9,6,15,20,103,-9,1,2
1454,Detroit Pistons,40,95,42.1,14,36,38.9,10,13,76.9,7,36,43,31,5,6,6,23,104,-17,0,3
1455,Cleveland Cavaliers,42,83,50.6,15,35,42.9,22,26,84.6,4,41,45,27,2,3,10,14,121,17,1,3
1456,Los Angeles Lakers,40,91,44,8,25,32,23,33,69.7,13,31,44,22,9,4,14,21,111,-12,0,4
1457,Toronto Raptors,46,92,50,12,31,38.7,19,25,76,12,41,53,23,4,4,14,23,123,12,1,4
1458,Philadelphia 76ers,38,76,50,11,29,37.9,25,31,80.6,12,28,40,19,7,5,14,26,112,-10,0,5
1459,Oklahoma City Thunder,45,92,48.9,10,33,30.3,22,30,73.3,17,24,41,21,7,3,10,25,122,10,1,5
1460,Sacramento Kings,35,82,42.7,18,34,52.9,10,11,90.9,6,28,34,21,5,3,9,20,98,-15,0,6
1461,San Antonio Spurs,45,90,50,11,25,44,12,17,70.6,13,39,52,33,4,2,7,13,113,15,1,6
1462,Charlotte Hornets,37,83,44.6,9,31,29,13,20,65,11,29,40,18,5,2,16,14,96,-9,0,0
1463,Indiana Pacers,45,83,54.2,6,21,28.6,9,11,81.8,6,32,38,28,7,3,12,19,105,9,1,0
1464,Minnesota Timberwolves,39,83,47,7,19,36.8,15,18,83.3,7,28,35,24,15,5,13,18,100,-5,0,1
1465,Atlanta Hawks,39,79,49.4,13,34,38.2,14,16,87.5,8,36,44,27,8,8,21,18,105,5,1,1
1466,Phoenix Suns,38,82,46.3,7,23,30.4,26,36,72.2,15,22,37,20,11,2,19,20,109,-11,0,2
1467,Memphis Grizzlies,47,83,56.6,11,22,50,15,18,83.3,12,26,38,29,7,9,20,27,120,11,1,2
1468,Philadelphia 76ers,36,82,43.9,2,26,7.7,21,23,91.3,10,33,43,22,5,4,14,17,95,-12,0,3
1469,Milwaukee Bucks,38,80,47.5,11,28,39.3,20,22,90.9,8,34,42,26,6,8,9,19,107,12,1,3
1470,Miami Heat,34,75,45.3,12,31,38.7,15,19,78.9,11,30,41,23,9,11,16,19,95,7,0,4
1471,Dallas Mavericks,33,86,38.4,8,29,27.6,14,16,87.5,11,29,40,20,10,3,12,22,88,-7,1,4
1472,Boston Celtics,43,91,47.3,17,36,47.2,8,10,80,10,30,40,28,4,6,9,19,111,1,0,5
1473,Denver Nuggets,42,93,45.2,10,33,30.3,16,21,76.2,15,32,47,31,4,3,10,14,110,-1,1,5
1474,Oklahoma City Thunder,30,80,37.5,9,32,28.1,27,34,79.4,14,38,52,19,7,8,20,24,96,-6,0,0
1475,Washington Wizards,34,89,38.2,7,25,28,27,29,93.1,7,36,43,27,8,7,12,28,102,6,1,0
1476,Brooklyn Nets,36,87,41.4,9,37,24.3,14,16,87.5,11,38,49,15,6,3,17,21,95,-16,0,1
1477,New York Knicks,39,89,43.8,13,26,50,20,25,80,12,35,47,22,6,6,11,13,111,16,1,1
1478,Minnesota Timberwolves,42,85,49.4,5,12,41.7,15,24,62.5,10,30,40,21,4,2,8,19,104,-5,0,2
1479,Toronto Raptors,39,81,48.1,9,29,31,22,26,84.6,9,30,39,28,3,4,8,18,109,5,1,2
1480,Cleveland Cavaliers,38,84,45.2,13,35,37.1,25,32,78.1,7,34,41,24,2,5,15,22,114,-11,0,3
1481,Detroit Pistons,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,12,5,10,27,125,11,1,3
1482,Orlando Magic,42,83,50.6,15,31,48.4,8,10,80,7,26,33,26,6,4,10,22,107,-7,0,4
1483,Houston Rockets,39,77,50.6,13,35,37.1,23,28,82.1,8,32,40,17,5,5,12,15,114,7,1,4
1484,Sacramento Kings,46,97,47.4,10,26,38.5,12,14,85.7,14,35,49,22,7,1,14,21,114,11,0,5
1485,New Orleans Pelicans,39,77,50.6,9,25,36,16,22,72.7,2,34,36,26,7,8,15,18,103,-11,1,5
1486,Denver Nuggets,40,86,46.5,10,23,43.5,14,14,100,10,28,38,22,11,6,13,14,104,-2,0,6
1487,San Antonio Spurs,46,92,50,9,24,37.5,5,5,100,13,30,43,33,4,9,16,15,106,2,1,6
1488,Golden State Warriors,39,85,45.9,5,25,20,16,21,76.2,11,26,37,27,10,7,19,16,99,-30,0,7
1489,Utah Jazz,53,91,58.2,14,28,50,9,14,64.3,7,35,42,25,16,3,11,22,129,30,1,7
1490,Portland Trail Blazers,36,98,36.7,13,30,43.3,19,22,86.4,18,41,59,21,12,6,12,21,104,8,0,8
1491,LA Clippers,35,85,41.2,6,22,27.3,20,26,76.9,9,41,50,22,5,7,13,17,96,-8,1,8
1492,Memphis Grizzlies,39,82,47.6,12,26,46.2,11,15,73.3,14,27,41,20,10,1,18,21,101,-4,0,0
