,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
507,New York Knicks,43,93,46.2,8,24,33.3,14,17,82.4,13,34,47,29,8,7,11,19,108,8,1,5
508,Denver Nuggets,35,87,40.2,10,33,30.3,15,23,65.2,15,28,43,19,11,5,19,14,95,-30,0,6
509,Houston Rockets,45,82,54.9,18,41,43.9,17,23,73.9,8,38,46,30,13,4,18,22,125,30,1,6
510,Dallas Mavericks,39,91,42.9,9,28,32.1,8,16,50,4,36,40,23,9,2,8,14,95,1,0,7
511,Memphis Grizzlies,37,81,45.7,7,29,24.1,13,14,92.9,6,46,52,25,7,6,17,25,94,-1,1,7
512,Orlando Magic,46,91,50.5,12,37,32.4,14,22,63.6,7,37,44,28,4,4,14,31,118,-6,0,8
513,Minnesota Timberwolves,40,87,46,8,23,34.8,36,45,80,10,32,42,22,9,3,7,17,124,6,1,8
514,San Antonio Spurs,35,88,39.8,6,24,25,14,15,93.3,8,31,39,22,10,5,15,23,90,-17,0,9
515,New Orleans Pelicans,39,81,48.1,7,24,29.2,22,24,91.7,7,38,45,23,7,2,15,18,107,17,1,9
516,Golden State Warriors,33,80,41.2,10,31,32.3,15,18,83.3,7,32,39,22,11,8,22,20,91,-17,0,10
517,Oklahoma City Thunder,41,90,45.6,8,25,32,18,26,69.2,13,37,50,16,15,5,16,21,108,17,1,10
518,Milwaukee Bucks,42,97,43.3,8,29,27.6,21,31,67.7,13,29,42,19,16,6,14,30,113,6,0,11
519,Phoenix Suns,37,93,39.8,7,22,31.8,26,33,78.8,22,38,60,15,7,9,29,26,107,-6,1,11
520,Chicago Bulls,29,78,37.2,5,21,23.8,17,20,85,8,35,43,15,3,1,16,21,80,-30,0,12
521,Utah Jazz,40,86,46.5,14,35,40,16,19,84.2,8,37,45,23,10,5,7,15,110,30,1,12
522,Los Angeles Lakers,39,78,50,15,29,51.7,9,15,60,4,28,32,27,8,4,17,19,102,-11,0,13
523,Sacramento Kings,47,85,55.3,10,21,47.6,9,14,64.3,10,34,44,26,9,4,17,20,113,11,1,13
524,Portland Trail Blazers,48,96,50,6,15,40,25,35,71.4,12,33,45,24,5,13,7,16,127,2,0,0
525,Brooklyn Nets,50,100,50,10,25,40,15,21,71.4,13,34,47,25,4,6,9,22,125,-2,1,0
526,New York Knicks,40,78,51.3,12,30,40,12,14,85.7,5,33,38,30,1,9,20,19,104,-12,0,1
