,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
1698,New York Knicks,31,73,42.5,7,21,33.3,17,21,81.0,5,28,33,16,8,5,16,19,86,-12,0,859,2012-04-10
1699,Chicago Bulls,39,90,43.3,9,20,45.0,11,16,68.8,18,33,51,27,7,10,12,18,98,12,1,859,2012-04-10
1700,Philadelphia 76ers,41,77,53.2,1,10,10.0,10,16,62.5,4,38,42,27,5,8,4,14,93,18,0,860,2012-04-11
1701,Toronto Raptors,29,80,36.2,7,18,38.9,10,12,83.3,8,34,42,18,0,5,9,15,75,-18,1,860,2012-04-11
1702,Indiana Pacers,36,77,46.8,8,20,40.0,24,32,75.0,9,35,44,20,7,9,19,24,104,6,0,861,2012-04-11
1703,Cleveland Cavaliers,40,88,45.5,3,21,14.3,15,19,78.9,12,29,41,26,5,4,17,24,98,-6,1,861,2012-04-11
1704,Atlanta Hawks,34,83,41.0,2,20,10.0,16,23,69.6,6,33,39,20,9,3,16,16,86,-2,0,862,2012-04-11
1705,Boston Celtics,37,89,41.6,3,13,23.1,11,13,84.6,15,41,56,28,9,3,19,24,88,2,1,862,2012-04-11
1706,New York Knicks,41,80,51.2,6,16,37.5,23,27,85.2,10,32,42,22,8,2,17,21,111,4,0,863,2012-04-11
1707,Milwaukee Bucks,42,85,49.4,8,25,32.0,15,24,62.5,13,26,39,25,8,7,16,22,107,-4,1,863,2012-04-11
1708,Phoenix Suns,38,79,48.1,7,24,29.2,10,14,71.4,12,19,31,24,8,3,12,17,93,-11,0,864,2012-04-11
1709,Memphis Grizzlies,42,84,50.0,4,14,28.6,16,19,84.2,16,27,43,21,8,6,12,19,104,11,1,864,2012-04-11
1710,Sacramento Kings,36,83,43.4,7,22,31.8,17,23,73.9,12,25,37,24,13,4,13,26,96,-9,0,865,2012-04-11
1711,New Orleans Hornets,38,68,55.9,4,9,44.4,25,36,69.4,8,36,44,23,7,6,18,14,105,9,1,865,2012-04-11
1712,Utah Jazz,40,78,51.3,6,14,42.9,17,22,77.3,7,35,42,23,7,8,11,23,103,12,0,866,2012-04-11
1713,Houston Rockets,31,87,35.6,4,20,20.0,25,29,86.2,14,32,46,21,6,5,8,17,91,-12,1,866,2012-04-11
1714,Los Angeles Lakers,40,89,44.9,11,23,47.8,7,12,58.3,16,44,60,23,4,4,12,10,98,14,0,868,2012-04-11
1715,San Antonio Spurs,33,81,40.7,13,24,54.2,5,9,55.6,1,32,33,26,9,7,7,14,84,-14,1,868,2012-04-11
1716,Minnesota Timberwolves,42,84,50.0,8,24,33.3,15,18,83.3,10,26,36,27,5,9,14,23,107,-6,0,869,2012-04-11
1717,Denver Nuggets,41,82,50.0,9,22,40.9,22,31,71.0,10,24,34,28,7,7,13,25,113,6,1,869,2012-04-11
1718,Golden State Warriors,47,90,52.2,8,16,50.0,8,11,72.7,10,28,38,27,6,4,14,22,110,-8,0,870,2012-04-11
1719,Portland Trail Blazers,42,88,47.7,10,23,43.5,24,28,85.7,12,33,45,17,8,5,12,12,118,8,1,870,2012-04-11
1720,Detroit Pistons,43,82,52.4,5,13,38.5,18,21,85.7,13,30,43,28,6,2,10,25,109,24,0,871,2012-04-12
1721,Charlotte Bobcats,31,70,44.3,6,11,54.5,17,23,73.9,6,24,30,22,4,2,12,15,85,-24,1,871,2012-04-12
1722,Miami Heat,36,82,43.9,4,11,36.4,10,16,62.5,10,31,41,17,10,8,17,16,86,-10,0,872,2012-04-12
1723,Chicago Bulls,37,86,43.0,11,22,50.0,11,19,57.9,15,30,45,26,11,3,15,15,96,10,1,872,2012-04-12
1724,Los Angeles Clippers,39,91,42.9,12,31,38.7,5,10,50.0,14,31,45,22,11,5,9,22,95,13,0,873,2012-04-12
1725,Minnesota Timberwolves,31,77,40.3,5,21,23.8,15,22,68.2,12,33,45,20,4,6,17,12,82,-13,1,873,2012-04-12
1726,Memphis Grizzlies,36,85,42.4,4,19,21.1,21,27,77.8,12,29,41,15,10,2,15,25,97,-10,0,874,2012-04-12
1727,San Antonio Spurs,37,76,48.7,7,20,35.0,26,31,83.9,10,31,41,19,9,4,17,21,107,10,1,874,2012-04-12
1728,Dallas Mavericks,44,88,50.0,9,24,37.5,15,20,75.0,14,28,42,30,12,5,10,18,112,9,0,875,2012-04-12
1729,Golden State Warriors,38,81,46.9,7,18,38.9,20,23,87.0,14,32,46,27,7,2,15,14,103,-9,1,875,2012-04-12
1730,Boston Celtics,30,80,37.5,4,19,21.1,15,19,78.9,10,27,37,24,8,5,10,25,79,-5,0,876,2012-04-13
1731,Toronto Raptors,25,72,34.7,7,18,38.9,27,31,87.1,12,38,50,15,4,4,12,20,84,5,1,876,2012-04-13
1732,New Jersey Nets,34,81,42.0,6,16,37.5,21,27,77.8,5,36,41,21,11,4,10,21,95,6,0,877,2012-04-13
1733,Philadelphia 76ers,34,81,42.0,1,10,10.0,20,27,74.1,10,38,48,17,3,7,16,18,89,-6,1,877,2012-04-13
1734,Atlanta Hawks,40,79,50.6,14,35,40.0,15,16,93.8,6,37,43,25,9,3,15,14,109,28,0,878,2012-04-13
1735,Orlando Magic,33,85,38.8,6,28,21.4,9,14,64.3,13,31,44,14,7,1,15,10,81,-28,1,878,2012-04-13
1736,Cleveland Cavaliers,28,79,35.4,7,21,33.3,20,22,90.9,12,31,43,16,7,4,18,29,83,-19,0,879,2012-04-13
1737,Indiana Pacers,37,90,41.1,6,20,30.0,22,26,84.6,16,32,48,23,9,6,14,22,102,19,1,879,2012-04-13
1738,Washington Wizards,22,79,27.8,4,20,20.0,17,21,81.0,16,30,46,13,10,9,21,15,65,-38,0,880,2012-04-13
1739,New York Knicks,39,84,46.4,14,29,48.3,11,13,84.6,9,32,41,22,11,5,15,16,103,38,1,880,2012-04-13
1740,Charlotte Bobcats,33,74,44.6,5,17,29.4,11,19,57.9,10,26,36,19,3,4,16,16,82,-23,0,881,2012-04-13
1741,Miami Heat,44,85,51.8,2,14,14.3,15,17,88.2,12,30,42,25,8,6,11,18,105,23,1,881,2012-04-13
1742,Milwaukee Bucks,45,87,51.7,5,15,33.3,18,22,81.8,8,32,40,36,6,8,8,19,113,16,0,882,2012-04-13
1743,Detroit Pistons,37,78,47.4,3,10,30.0,20,24,83.3,7,30,37,20,5,5,15,19,97,-16,1,882,2012-04-13
1744,Utah Jazz,33,73,45.2,2,11,18.2,17,21,81.0,16,23,39,22,7,5,15,20,85,-11,0,883,2012-04-13
1745,New Orleans Hornets,38,69,55.1,6,13,46.2,14,21,66.7,9,24,33,25,8,3,13,18,96,11,1,883,2012-04-13
1746,Phoenix Suns,38,77,49.4,8,18,44.4,28,33,84.8,8,36,44,22,5,3,13,26,112,7,0,884,2012-04-13
1747,Houston Rockets,36,84,42.9,4,19,21.1,29,33,87.9,12,27,39,24,8,7,15,26,105,-7,1,884,2012-04-13
1748,Sacramento Kings,35,90,38.9,9,25,36.0,10,14,71.4,8,33,41,20,9,3,15,23,89,-26,0,885,2012-04-13
1749,Oklahoma City Thunder,43,90,47.8,5,12,41.7,24,32,75.0,16,42,58,19,11,9,14,13,115,26,1,885,2012-04-13
1750,Denver Nuggets,41,92,44.6,5,17,29.4,10,15,66.7,18,22,40,20,15,2,15,23,97,-6,0,886,2012-04-13
1751,Los Angeles Lakers,38,75,50.7,7,15,46.7,20,29,69.0,14,31,45,25,9,7,22,12,103,6,1,886,2012-04-13
1752,Dallas Mavericks,40,83,48.2,9,20,45.0,8,10,80.0,16,35,51,17,8,7,20,21,97,3,0,887,2012-04-13
1753,Portland Trail Blazers,35,83,42.2,6,25,24.0,18,23,78.3,13,25,38,20,9,2,12,14,94,-3,1,887,2012-04-13
1754,Golden State Warriors,37,80,46.3,15,31,48.4,15,21,71.4,11,28,39,22,7,6,16,26,104,-8,0,888,2012-04-14
1755,Los Angeles Clippers,44,81,54.3,10,22,45.5,14,30,46.7,13,28,41,22,6,9,10,18,112,8,1,888,2012-04-14
1756,Cleveland Cavaliers,34,66,51.5,3,8,37.5,27,33,81.8,5,29,34,17,8,3,16,17,98,9,0,889,2012-04-14
1757,Washington Wizards,38,87,43.7,4,14,28.6,9,12,75.0,12,22,34,20,8,9,10,22,89,-9,1,889,2012-04-14
1758,Boston Celtics,37,81,45.7,5,14,35.7,15,22,68.2,12,39,51,28,8,8,14,19,94,12,0,890,2012-04-14
1759,New Jersey Nets,32,87,36.8,6,22,27.3,12,14,85.7,13,29,42,19,5,5,14,20,82,-12,1,890,2012-04-14
1760,Utah Jazz,40,83,48.2,5,11,45.5,13,17,76.5,13,28,41,20,10,4,14,23,98,-5,0,891,2012-04-14
1761,Memphis Grizzlies,34,70,48.6,7,13,53.8,28,34,82.4,11,27,38,18,4,6,12,13,103,5,1,891,2012-04-14
1762,Oklahoma City Thunder,40,91,44.0,7,25,28.0,28,32,87.5,17,36,53,17,6,8,14,28,115,5,0,892,2012-04-14
1763,Minnesota Timberwolves,42,84,50.0,4,11,36.4,22,34,64.7,10,29,39,19,7,4,13,23,110,-5,1,892,2012-04-14
1764,Indiana Pacers,37,92,40.2,7,19,36.8,24,26,92.3,19,35,54,17,4,1,9,19,105,6,0,893,2012-04-14
1765,Milwaukee Bucks,37,84,44.0,9,23,39.1,16,26,61.5,11,32,43,21,5,8,10,21,99,-6,1,893,2012-04-14
1766,Phoenix Suns,38,96,39.6,2,16,12.5,13,18,72.2,18,26,44,15,10,6,12,18,91,-14,0,894,2012-04-14
1767,San Antonio Spurs,40,76,52.6,9,18,50.0,16,19,84.2,10,39,49,24,12,1,24,20,105,14,1,894,2012-04-14
1768,Miami Heat,36,78,46.2,4,17,23.5,17,21,81.0,11,36,47,14,7,2,15,22,93,8,0,895,2012-04-15
1769,New York Knicks,31,73,42.5,9,30,30.0,14,23,60.9,7,26,33,19,8,1,14,20,85,-8,1,895,2012-04-15
1770,Dallas Mavericks,41,88,46.6,12,21,57.1,14,15,93.3,6,36,42,19,4,4,6,22,108,-4,0,896,2012-04-15
1771,Los Angeles Lakers,42,93,45.2,7,18,38.9,21,27,77.8,15,37,52,27,4,1,7,16,112,4,1,896,2012-04-15
1772,Boston Celtics,39,80,48.7,5,15,33.3,11,17,64.7,8,36,44,21,6,10,14,16,94,12,0,897,2012-04-15
1773,Charlotte Bobcats,32,79,40.5,3,13,23.1,15,20,75.0,9,28,37,20,7,5,11,13,82,-12,1,897,2012-04-15
1774,Toronto Raptors,41,74,55.4,4,12,33.3,16,23,69.6,6,33,39,16,6,4,14,23,102,16,0,898,2012-04-15
1775,Atlanta Hawks,29,72,40.3,5,22,22.7,23,31,74.2,8,27,35,21,6,2,12,18,86,-16,1,898,2012-04-15
1776,Chicago Bulls,39,91,42.9,5,17,29.4,17,23,73.9,17,33,50,20,7,6,19,22,100,6,0,899,2012-04-15
1777,Detroit Pistons,33,84,39.3,6,15,40.0,22,28,78.6,10,31,41,16,11,6,18,22,94,-6,1,899,2012-04-15
1778,Orlando Magic,36,79,45.6,11,29,37.9,17,21,81.0,7,32,39,25,10,8,6,20,100,16,0,900,2012-04-15
1779,Cleveland Cavaliers,28,75,37.3,6,19,31.6,22,29,75.9,13,34,47,18,4,2,17,19,84,-16,1,900,2012-04-15
1780,Portland Trail Blazers,40,76,52.6,16,32,50.0,7,10,70.0,6,33,39,21,3,8,17,13,103,-1,0,901,2012-04-15
1781,Sacramento Kings,45,95,47.4,8,19,42.1,6,9,66.7,14,23,37,26,8,3,6,12,104,1,1,901,2012-04-15
1782,Memphis Grizzlies,25,70,35.7,5,18,27.8,20,25,80.0,14,27,41,15,5,3,20,17,75,-13,0,902,2012-04-15
1783,New Orleans Hornets,32,73,43.8,3,13,23.1,21,21,100,9,30,39,22,11,0,15,22,88,13,1,902,2012-04-15
1784,Houston Rockets,32,87,36.8,10,26,38.5,12,20,60.0,12,29,41,17,9,5,17,17,86,-15,0,903,2012-04-15
1785,Denver Nuggets,41,83,49.4,4,16,25.0,15,21,71.4,9,36,45,27,6,5,16,22,101,15,1,903,2012-04-15
1786,Atlanta Hawks,39,80,48.7,6,21,28.6,25,36,69.4,12,30,42,28,8,6,9,13,109,22,0,904,2012-04-16
1787,Toronto Raptors,35,79,44.3,4,9,44.4,13,16,81.3,14,32,46,20,5,5,18,27,87,-22,1,904,2012-04-16
1788,New Orleans Hornets,26,77,33.8,1,11,9.1,22,25,88.0,11,39,50,15,6,6,12,23,75,8,0,905,2012-04-16
1789,Charlotte Bobcats,23,76,30.3,1,16,6.3,20,30,66.7,11,34,45,12,4,10,12,20,67,-8,1,905,2012-04-16
1790,Philadelphia 76ers,40,80,50.0,9,18,50.0,11,15,73.3,4,26,30,27,9,4,8,10,100,-13,0,906,2012-04-16
1791,Orlando Magic,48,90,53.3,11,18,61.1,6,6,100,13,33,46,28,5,5,11,14,113,13,1,906,2012-04-16
1792,Minnesota Timberwolves,32,87,36.8,7,25,28.0,17,25,68.0,10,35,45,16,4,6,10,20,88,-23,0,907,2012-04-16
1793,Indiana Pacers,39,88,44.3,11,24,45.8,22,25,88.0,14,44,58,24,5,7,11,20,111,23,1,907,2012-04-16
1794,Miami Heat,36,71,50.7,6,18,33.3,23,27,85.2,6,27,33,20,6,5,13,15,101,3,0,908,2012-04-16
1795,New Jersey Nets,41,82,50.0,5,16,31.3,11,16,68.8,8,26,34,21,8,1,13,20,98,-3,1,908,2012-04-16
1796,Washington Wizards,34,89,38.2,4,18,22.2,15,19,78.9,13,31,44,18,9,11,12,21,87,3,0,909,2012-04-16
1797,Chicago Bulls,32,84,38.1,4,14,28.6,16,22,72.7,17,33,50,22,7,8,17,22,84,-3,1,909,2012-04-16
1798,Denver Nuggets,38,80,47.5,9,18,50.0,20,29,69.0,9,32,41,26,8,4,13,18,105,3,0,910,2012-04-16
1799,Houston Rockets,40,94,42.6,8,29,27.6,14,17,82.4,15,33,48,25,6,11,12,21,102,-3,1,910,2012-04-16
1800,Dallas Mavericks,42,98,42.9,14,34,41.2,23,25,92.0,7,34,41,21,13,5,15,31,121,-2,0,911,2012-04-16
1801,Utah Jazz,41,95,43.2,12,28,42.9,29,37,78.4,14,39,53,30,6,5,19,28,123,2,1,911,2012-04-16
1802,Portland Trail Blazers,41,89,46.1,8,21,38.1,17,23,73.9,15,21,36,18,6,3,14,17,107,-18,0,912,2012-04-16
1803,Phoenix Suns,51,85,60.0,7,15,46.7,16,19,84.2,9,32,41,29,4,8,10,20,125,18,1,912,2012-04-16
1804,San Antonio Spurs,36,92,39.1,12,27,44.4,36,43,83.7,19,36,55,27,6,4,14,14,120,21,0,914,2012-04-16
1805,Golden State Warriors,38,93,40.9,8,20,40.0,15,17,88.2,14,33,47,24,9,4,16,31,99,-21,1,914,2012-04-16
1806,Indiana Pacers,37,89,41.6,13,24,54.2,15,18,83.3,16,28,44,21,11,6,10,22,102,5,0,915,2012-04-17
1807,Philadelphia 76ers,34,76,44.7,5,14,35.7,24,32,75.0,15,33,48,19,3,4,13,19,97,-5,1,915,2012-04-17
1808,Cleveland Cavaliers,27,78,34.6,7,21,33.3,16,21,76.2,12,22,34,13,5,2,19,14,77,-39,0,916,2012-04-17
1809,Detroit Pistons,45,75,60.0,8,18,44.4,18,20,90.0,7,34,41,28,12,10,12,19,116,39,1,916,2012-04-17
1810,Boston Celtics,36,66,54.5,11,21,52.4,27,34,79.4,6,20,26,21,7,2,11,17,110,-8,0,917,2012-04-17
1811,New York Knicks,42,74,56.8,19,32,59.4,15,17,88.2,10,26,36,28,6,0,16,26,118,8,1,917,2012-04-17
1812,Memphis Grizzlies,40,91,44.0,5,13,38.5,6,11,54.5,15,27,42,24,11,7,11,21,91,7,0,918,2012-04-17
1813,Minnesota Timberwolves,26,73,35.6,7,22,31.8,25,30,83.3,14,32,46,16,6,7,16,12,84,-7,1,918,2012-04-17
1814,San Antonio Spurs,50,84,59.5,7,18,38.9,5,11,45.5,6,31,37,29,8,5,12,17,112,21,0,919,2012-04-17
1815,Los Angeles Lakers,39,80,48.7,2,10,20.0,11,11,100,8,29,37,28,6,3,19,14,91,-21,1,919,2012-04-17
1816,Milwaukee Bucks,42,93,45.2,5,19,26.3,23,27,85.2,15,33,48,22,8,5,10,21,112,-9,0,920,2012-04-18
1817,Washington Wizards,49,88,55.7,7,13,53.8,16,25,64.0,9,32,41,23,6,4,10,18,121,9,1,920,2012-04-18
1818,Chicago Bulls,40,83,48.2,9,19,47.4,11,19,57.9,16,41,57,29,3,6,9,17,100,32,0,921,2012-04-18
1819,Charlotte Bobcats,25,84,29.8,1,8,12.5,17,23,73.9,14,24,38,15,5,6,6,15,68,-32,1,921,2012-04-18
1820,Philadelphia 76ers,43,82,52.4,9,15,60.0,8,10,80.0,9,37,46,32,9,3,16,20,103,16,0,922,2012-04-18
1821,Cleveland Cavaliers,36,79,45.6,5,14,35.7,10,16,62.5,5,28,33,22,2,3,13,9,87,-16,1,922,2012-04-18
1822,New York Knicks,36,83,43.4,13,35,37.1,19,24,79.2,9,32,41,22,11,5,9,17,104,9,0,923,2012-04-18
1823,New Jersey Nets,35,78,44.9,10,25,40.0,15,17,88.2,9,35,44,16,2,4,17,21,95,-9,1,923,2012-04-18
1824,Detroit Pistons,32,92,34.8,7,25,28.0,13,19,68.4,15,37,52,17,4,4,14,19,84,-32,0,924,2012-04-18
1825,Atlanta Hawks,42,85,49.4,8,28,28.6,24,29,82.8,6,44,50,27,11,4,7,17,116,32,1,924,2012-04-18
1826,Toronto Raptors,30,72,41.7,1,16,6.3,11,15,73.3,10,21,31,12,7,5,14,17,72,-24,0,925,2012-04-18
1827,Miami Heat,40,76,52.6,7,17,41.2,9,15,60.0,11,30,41,25,9,3,14,16,96,24,1,925,2012-04-18
1828,Orlando Magic,36,78,46.2,6,24,25.0,20,30,66.7,17,26,43,17,8,2,15,23,98,-4,0,926,2012-04-18
1829,Boston Celtics,38,70,54.3,3,7,42.9,23,27,85.2,3,26,29,23,6,6,15,20,102,4,1,926,2012-04-18
1830,New Orleans Hornets,29,60,48.3,2,7,28.6,31,38,81.6,11,24,35,15,8,6,22,16,91,-12,0,927,2012-04-18
1831,Memphis Grizzlies,42,83,50.6,8,22,36.4,11,13,84.6,12,19,31,22,12,8,11,24,103,12,1,927,2012-04-18
1832,Houston Rockets,43,86,50.0,12,28,42.9,12,15,80.0,13,28,41,23,7,1,12,24,110,-7,0,928,2012-04-18
1833,Dallas Mavericks,41,79,51.9,11,26,42.3,24,26,92.3,10,29,39,21,6,1,12,16,117,7,1,928,2012-04-18
1834,Los Angeles Clippers,38,78,48.7,14,24,58.3,14,20,70.0,10,25,35,21,11,7,17,28,104,6,0,929,2012-04-18
1835,Denver Nuggets,36,73,49.3,5,18,27.8,21,26,80.8,8,31,39,19,5,3,15,21,98,-6,1,929,2012-04-18
1836,Oklahoma City Thunder,36,80,45.0,6,16,37.5,31,34,91.2,11,35,46,17,8,6,13,26,109,12,0,930,2012-04-18
1837,Phoenix Suns,34,83,41.0,6,20,30.0,23,32,71.9,12,31,43,18,3,4,14,21,97,-12,1,930,2012-04-18
1838,San Antonio Spurs,47,80,58.8,8,21,38.1,25,31,80.6,9,31,40,26,7,3,11,20,127,25,0,931,2012-04-18
1839,Sacramento Kings,41,92,44.6,6,21,28.6,14,20,70.0,14,22,36,22,4,5,11,23,102,-25,1,931,2012-04-18
1840,Utah Jazz,38,80,47.5,10,17,58.8,26,32,81.3,12,37,49,23,9,4,14,18,112,21,0,932,2012-04-18
1841,Portland Trail Blazers,31,79,39.2,6,20,30.0,23,29,79.3,13,26,39,18,7,5,17,20,91,-21,1,932,2012-04-18
1842,Los Angeles Lakers,37,79,46.8,4,16,25.0,21,28,75.0,11,44,55,34,7,6,14,10,99,12,0,933,2012-04-18
1843,Golden State Warriors,38,90,42.2,4,19,21.1,7,10,70.0,7,33,40,23,8,3,11,22,87,-12,1,933,2012-04-18
1844,Milwaukee Bucks,37,88,42.0,6,20,30.0,29,33,87.9,15,33,48,15,5,7,13,26,109,-9,0,934,2012-04-19
1845,Indiana Pacers,43,91,47.3,7,17,41.2,25,32,78.1,14,30,44,24,7,3,9,22,118,9,1,934,2012-04-19
1846,Minnesota Timberwolves,34,73,46.6,3,15,20.0,20,28,71.4,5,43,48,24,3,7,12,11,91,11,0,935,2012-04-19
1847,Detroit Pistons,33,91,36.3,7,19,36.8,7,9,77.8,11,32,43,14,5,2,13,21,80,-11,1,935,2012-04-19
1848,Chicago Bulls,25,70,35.7,2,16,12.5,20,28,71.4,7,33,40,16,4,2,13,19,72,-11,0,936,2012-04-19
1849,Miami Heat,32,76,42.1,4,13,30.8,15,21,71.4,9,36,45,14,6,4,12,19,83,11,1,936,2012-04-19
1850,Houston Rockets,37,89,41.6,11,31,35.5,14,25,56.0,9,31,40,25,8,2,10,24,99,-6,0,937,2012-04-19
1851,New Orleans Hornets,41,87,47.1,4,20,20.0,19,24,79.2,13,44,57,23,8,4,15,22,105,6,1,937,2012-04-19
1852,Los Angeles Clippers,37,83,44.6,5,16,31.3,11,17,64.7,12,30,42,15,11,5,9,18,90,-3,0,938,2012-04-19
1853,Phoenix Suns,33,74,44.6,9,24,37.5,18,24,75.0,11,30,41,22,4,1,15,15,93,3,1,938,2012-04-19
1854,Memphis Grizzlies,34,75,45.3,2,8,25.0,15,21,71.4,12,29,41,16,12,5,19,21,85,5,0,939,2012-04-20
1855,Charlotte Bobcats,32,79,40.5,3,9,33.3,13,18,72.2,11,27,38,18,4,4,21,17,80,-5,1,939,2012-04-20
1856,Boston Celtics,39,81,48.1,5,12,41.7,9,14,64.3,10,23,33,18,12,1,11,18,92,-5,0,940,2012-04-20
1857,Atlanta Hawks,37,72,51.4,9,17,52.9,14,17,82.4,11,30,41,24,7,7,18,9,97,5,1,940,2012-04-20
1858,New York Knicks,35,83,42.2,12,33,36.4,8,15,53.3,11,21,32,26,7,6,12,17,90,-8,0,941,2012-04-20
1859,Cleveland Cavaliers,36,79,45.6,6,19,31.6,20,27,74.1,16,36,52,15,5,6,15,15,98,8,1,941,2012-04-20
1860,Golden State Warriors,37,83,44.6,9,19,47.4,11,21,52.4,7,28,35,23,10,5,10,21,94,-10,0,942,2012-04-20
1861,Dallas Mavericks,38,81,46.9,3,19,15.8,25,26,96.2,13,39,52,19,9,5,18,16,104,10,1,942,2012-04-20
1862,Los Angeles Lakers,33,76,43.4,6,14,42.9,25,30,83.3,10,19,29,19,9,4,12,14,97,-24,0,943,2012-04-20
1863,San Antonio Spurs,47,77,61.0,10,15,66.7,17,18,94.4,11,31,42,27,9,5,16,22,121,24,1,943,2012-04-20
1864,Oklahoma City Thunder,40,75,53.3,4,12,33.3,19,22,86.4,6,39,45,21,9,11,17,14,103,11,0,944,2012-04-20
1865,Sacramento Kings,38,93,40.9,5,16,31.3,11,18,61.1,17,25,42,20,8,7,12,17,92,-11,1,944,2012-04-20
1866,Denver Nuggets,48,87,55.2,6,13,46.2,16,17,94.1,8,30,38,25,12,7,9,17,118,11,0,945,2012-04-21
1867,Phoenix Suns,44,95,46.3,11,26,42.3,8,11,72.7,18,27,45,24,8,7,17,14,107,-11,1,945,2012-04-21
1868,Philadelphia 76ers,40,89,44.9,6,18,33.3,23,33,69.7,19,29,48,24,6,11,14,25,109,3,0,946,2012-04-21
1869,Indiana Pacers,42,97,43.3,3,12,25.0,19,25,76.0,18,32,50,22,11,4,10,25,106,-3,1,946,2012-04-21
1870,Washington Wizards,36,87,41.4,7,18,38.9,7,9,77.8,10,28,38,22,9,5,14,25,86,2,0,947,2012-04-21
1871,Miami Heat,31,77,40.3,9,25,36.0,13,16,81.3,14,32,46,16,4,5,21,18,84,-2,1,947,2012-04-21
1872,Dallas Mavericks,31,79,39.2,4,15,26.7,17,19,89.5,10,33,43,12,7,3,12,15,83,-10,0,948,2012-04-21
1873,Chicago Bulls,38,84,45.2,9,20,45.0,8,12,66.7,8,38,46,29,8,2,10,13,93,10,1,948,2012-04-21
1874,Portland Trail Blazers,29,78,37.2,6,24,25.0,25,31,80.6,16,30,46,16,7,0,15,15,89,-4,0,949,2012-04-21
1875,Memphis Grizzlies,40,90,44.4,4,17,23.5,9,10,90.0,17,27,44,19,6,6,10,25,93,4,1,949,2012-04-21
1876,Golden State Warriors,36,73,49.3,5,16,31.3,19,22,86.4,8,28,36,17,6,5,17,16,96,-3,0,950,2012-04-21
1877,Houston Rockets,40,84,47.6,10,26,38.5,9,15,60.0,15,25,40,22,11,5,13,20,99,3,1,950,2012-04-21
1878,New Jersey Nets,40,86,46.5,4,12,33.3,11,15,73.3,7,34,41,19,8,1,15,23,95,-11,0,951,2012-04-21
1879,Milwaukee Bucks,38,84,45.2,4,13,30.8,26,37,70.3,13,37,50,22,8,4,12,16,106,11,1,951,2012-04-21
1880,Orlando Magic,42,96,43.8,15,38,39.5,8,13,61.5,15,28,43,21,6,6,10,18,107,-10,0,952,2012-04-21
1881,Utah Jazz,47,88,53.4,4,8,50.0,19,23,82.6,12,32,44,24,8,6,8,15,117,10,1,952,2012-04-21
1882,New York Knicks,43,79,54.4,12,19,63.2,15,20,75.0,7,30,37,21,13,1,17,21,113,1,0,953,2012-04-22
1883,Atlanta Hawks,41,76,53.9,15,23,65.2,15,23,65.2,5,28,33,23,13,7,19,19,112,-1,1,953,2012-04-22
1884,Oklahoma City Thunder,37,101,36.6,8,24,33.3,24,28,85.7,14,40,54,23,9,12,17,26,106,-8,0,954,2012-04-22
1885,Los Angeles Lakers,41,106,38.7,5,16,31.3,27,40,67.5,25,42,67,26,12,10,13,19,114,8,1,954,2012-04-22
1886,Sacramento Kings,48,87,55.2,3,9,33.3,15,20,75.0,9,28,37,23,13,6,8,19,114,26,0,955,2012-04-22
1887,Charlotte Bobcats,39,89,43.8,2,15,13.3,8,14,57.1,16,29,45,28,3,8,19,15,88,-26,1,955,2012-04-22
1888,Houston Rockets,35,76,46.1,7,20,35.0,11,13,84.6,7,30,37,17,9,4,18,19,88,-9,0,956,2012-04-22
1889,Miami Heat,35,85,41.2,5,16,31.3,22,24,91.7,17,31,48,10,10,7,14,15,97,9,1,956,2012-04-22
1890,Toronto Raptors,29,77,37.7,4,13,30.8,11,16,68.8,11,34,45,21,8,6,17,28,73,-3,0,957,2012-04-22
1891,Detroit Pistons,26,71,36.6,2,15,13.3,22,35,62.9,8,32,40,16,5,4,12,10,76,3,1,957,2012-04-22
1892,Cleveland Cavaliers,37,88,42.0,5,22,22.7,19,28,67.9,14,28,42,14,6,4,13,21,98,-16,0,958,2012-04-22
1893,San Antonio Spurs,42,77,54.5,8,20,40.0,22,29,75.9,5,40,45,23,6,4,14,20,114,16,1,958,2012-04-22
1894,Golden State Warriors,41,92,44.6,5,16,31.3,6,10,60.0,11,34,45,18,6,7,9,17,93,5,0,959,2012-04-22
1895,Minnesota Timberwolves,30,82,36.6,7,26,26.9,21,21,100,9,37,46,18,1,10,12,13,88,-5,1,959,2012-04-22
1896,Orlando Magic,28,75,37.3,6,23,26.1,12,17,70.6,12,21,33,19,9,2,13,16,74,-27,0,960,2012-04-22
1897,Denver Nuggets,44,78,56.4,5,15,33.3,8,11,72.7,9,34,43,32,5,5,15,18,101,27,1,960,2012-04-22
1898,New Orleans Hornets,35,71,49.3,3,12,25.0,25,34,73.5,8,28,36,22,6,5,19,31,98,-9,0,961,2012-04-22
1899,Los Angeles Clippers,33,77,42.9,7,28,25.0,34,43,79.1,11,28,39,24,13,5,11,27,107,9,1,961,2012-04-22
1900,Charlotte Bobcats,25,73,34.2,4,15,26.7,19,23,82.6,10,25,35,12,6,4,22,14,73,-28,0,962,2012-04-23
1901,Washington Wizards,46,83,55.4,2,18,11.1,7,12,58.3,9,36,45,28,12,5,18,25,101,28,1,962,2012-04-23
