,Visitor,VisitorScore,Home,HomeScore,Date,GAMEID
79,Mavericks,105,Jazz,82,2014-11-07,79
80,Cavaliers,110,Nuggets,101,2014-11-07,80
81,Trail Blazers,102,Clippers,106,2014-11-08,81
82,Wizards,97,Pacers,90,2014-11-08,82
83,Knicks,96,Hawks,103,2014-11-08,83
84,Timberwolves,92,Heat,102,2014-11-08,84
85,Celtics,106,Bulls,101,2014-11-08,85
86,Warriors,98,Rockets,87,2014-11-08,86
87,Grizzlies,92,Bucks,93,2014-11-08,87
88,Pelicans,100,Spurs,99,2014-11-08,88
89,Magic,96,Nets,104,2014-11-09,89
90,Jazz,97,Pistons,96,2014-11-09,90
91,Kings,93,Thunder,101,2014-11-09,91
92,76ers,88,Raptors,120,2014-11-09,92
93,Heat,105,Mavericks,96,2014-11-09,93
94,Warriors,95,Suns,107,2014-11-09,94
95,Nuggets,100,Trail Blazers,116,2014-11-09,95
96,Hornets,92,Lakers,107,2014-11-09,96
97,Pelicans,111,Cavaliers,118,2014-11-10,97
98,Jazz,86,Pacers,97,2014-11-10,98
99,Hawks,91,Knicks,85,2014-11-10,99
100,Pistons,91,Bulls,102,2014-11-10,100
101,Spurs,89,Clippers,85,2014-11-10,101
102,Magic,100,Raptors,104,2014-11-11,102
103,Lakers,102,Grizzlies,107,2014-11-11,103
104,Thunder,78,Bucks,85,2014-11-11,104
105,Kings,98,Mavericks,106,2014-11-11,105
106,Hornets,100,Trail Blazers,102,2014-11-11,106
107,Spurs,113,Warriors,100,2014-11-11,107
108,Pistons,103,Wizards,107,2014-11-12,108
109,Jazz,97,Hawks,100,2014-11-12,109
110,Thunder,109,Celtics,94,2014-11-12,110
111,Pacers,81,Heat,75,2014-11-12,111
112,Magic,97,Knicks,95,2014-11-12,112
113,Lakers,102,Pelicans,109,2014-11-12,113
114,Trail Blazers,130,Nuggets,113,2014-11-12,114
115,Nets,104,Suns,112,2014-11-12,115
116,Rockets,113,Timberwolves,101,2014-11-12,116
117,Kings,110,Grizzlies,111,2014-11-13,117
118,Bulls,100,Raptors,93,2014-11-13,118
119,76ers,70,Mavericks,123,2014-11-13,119
120,Nets,99,Warriors,107,2014-11-13,120
121,Nuggets,108,Pacers,87,2014-11-14,121
122,Bucks,85,Magic,101,2014-11-14,122
123,Heat,103,Hawks,114,2014-11-14,123
124,Cavaliers,122,Celtics,121,2014-11-14,124
125,Jazz,102,Knicks,100,2014-11-14,125
126,76ers,87,Rockets,88,2014-11-14,126
127,Timberwolves,91,Pelicans,139,2014-11-14,127
128,Pistons,96,Thunder,89,2014-11-14,128
129,Hornets,103,Suns,95,2014-11-14,129
130,Spurs,93,Lakers,80,2014-11-14,130
131,Magic,93,Wizards,98,2014-11-15,131
132,Hawks,94,Cavaliers,127,2014-11-15,132
133,Jazz,93,Raptors,111,2014-11-15,133
134,Pacers,99,Bulls,90,2014-11-15,134
135,Pistons,88,Grizzlies,95,2014-11-15,135
136,Timberwolves,117,Mavericks,131,2014-11-15,136
137,Nets,87,Trail Blazers,97,2014-11-15,137
138,Spurs,91,Kings,94,2014-11-15,138
139,Hornets,87,Warriors,112,2014-11-15,139
140,Suns,107,Clippers,120,2014-11-15,140
141,Nuggets,93,Knicks,109,2014-11-16,141
142,Bucks,91,Heat,84,2014-11-16,142
143,Rockets,69,Thunder,65,2014-11-16,143
144,Warriors,136,Lakers,115,2014-11-16,144
145,Mavericks,107,Hornets,80,2014-11-17,145
146,Nuggets,106,Cavaliers,97,2014-11-17,146
147,Suns,118,Celtics,114,2014-11-17,147
148,Heat,95,Nets,83,2014-11-17,148
149,Magic,107,Pistons,93,2014-11-17,149
150,Rockets,93,Grizzlies,119,2014-11-17,150
151,76ers,75,Spurs,100,2014-11-17,151
152,Pelicans,93,Trail Blazers,102,2014-11-17,152
153,Bulls,105,Clippers,89,2014-11-17,153
154,Lakers,114,Hawks,109,2014-11-18,154
155,Knicks,113,Bucks,117,2014-11-18,155
156,Thunder,81,Jazz,98,2014-11-18,156
157,Pelicans,106,Kings,100,2014-11-18,157
158,Spurs,92,Cavaliers,90,2014-11-19,158
159,Hornets,86,Pacers,88,2014-11-19,159
160,Clippers,114,Magic,90,2014-11-19,160
161,Celtics,101,76ers,90,2014-11-19,161
162,Mavericks,105,Wizards,102,2014-11-19,162
163,Bucks,122,Nets,118,2014-11-19,163
164,Suns,88,Pistons,86,2014-11-19,164
165,Grizzlies,92,Raptors,96,2014-11-19,165
166,Knicks,99,Timberwolves,115,2014-11-19,166
167,Thunder,100,Nuggets,107,2014-11-19,167
168,Lakers,98,Rockets,92,2014-11-19,168
169,Clippers,110,Heat,93,2014-11-20,169
170,Bulls,88,Kings,103,2014-11-20,170
171,Magic,105,Hornets,100,2014-11-21,171
172,Suns,122,76ers,96,2014-11-21,172
173,Pistons,89,Hawks,99,2014-11-21,173
174,Bucks,82,Raptors,124,2014-11-21,174
175,Celtics,100,Grizzlies,117,2014-11-21,175
176,Spurs,121,Timberwolves,92,2014-11-21,176
177,Nets,94,Thunder,92,2014-11-21,177
178,Cavaliers,78,Wizards,91,2014-11-21,178
179,Lakers,106,Mavericks,140,2014-11-21,179
180,Pelicans,97,Nuggets,117,2014-11-21,180
181,Jazz,88,Warriors,101,2014-11-21,181
182,Bulls,87,Trail Blazers,105,2014-11-21,182
183,Suns,106,Pacers,83,2014-11-22,183
184,Heat,99,Magic,92,2014-11-22,184
185,Raptors,110,Cavaliers,93,2014-11-22,185
186,76ers,83,Knicks,91,2014-11-22,186
187,Mavericks,92,Rockets,95,2014-11-22,187
188,Kings,113,Timberwolves,101,2014-11-22,188
189,Wizards,111,Bucks,100,2014-11-22,189
190,Nets,87,Spurs,99,2014-11-22,190
191,Pelicans,106,Jazz,94,2014-11-22,191
192,Clippers,91,Grizzlies,107,2014-11-23,192
193,Trail Blazers,94,Celtics,88,2014-11-23,193
194,Hornets,93,Heat,94,2014-11-23,194
195,Warriors,91,Thunder,86,2014-11-23,195
196,Nuggets,101,Lakers,94,2014-11-23,196
197,Clippers,113,Hornets,92,2014-11-24,197
198,Magic,74,Cavaliers,106,2014-11-24,198
199,Trail Blazers,114,76ers,104,2014-11-24,199
200,Suns,100,Raptors,104,2014-11-24,200
201,Knicks,86,Rockets,91,2014-11-24,201
202,Pacers,111,Mavericks,100,2014-11-24,202
203,Bulls,97,Jazz,95,2014-11-24,203
204,Hawks,106,Wizards,102,2014-11-25,204
205,Warriors,114,Heat,97,2014-11-25,205
206,Pistons,86,Bucks,98,2014-11-25,206
207,Kings,99,Pelicans,89,2014-11-25,207
208,Bulls,109,Nuggets,114,2014-11-25,208
209,Trail Blazers,105,Hornets,97,2014-11-26,209
210,Wizards,87,Cavaliers,113,2014-11-26,210
211,Warriors,111,Magic,96,2014-11-26,211
212,Nets,99,76ers,91,2014-11-26,212
213,Knicks,102,Mavericks,109,2014-11-26,213
214,Raptors,126,Hawks,115,2014-11-26,214
215,Clippers,104,Pistons,98,2014-11-26,215
216,Kings,89,Rockets,102,2014-11-26,216
217,Bucks,103,Timberwolves,86,2014-11-26,217
218,Jazz,82,Thunder,97,2014-11-26,218
219,Pacers,100,Spurs,106,2014-11-26,219
220,Nuggets,112,Suns,120,2014-11-26,220
221,Grizzlies,99,Lakers,93,2014-11-26,221
222,Bulls,109,Celtics,102,2014-11-28,222
223,Warriors,106,Hornets,101,2014-11-28,223
224,Pelicans,91,Hawks,100,2014-11-28,224
225,Bucks,104,Pistons,88,2014-11-28,225
226,Mavericks,106,Raptors,102,2014-11-28,226
227,Clippers,102,Rockets,85,2014-11-28,227
228,Knicks,78,Thunder,105,2014-11-28,228
229,Magic,83,Pacers,98,2014-11-28,229
230,Kings,104,Spurs,112,2014-11-28,230
231,Suns,97,Nuggets,122,2014-11-28,231
232,Grizzlies,112,Trail Blazers,99,2014-11-28,232
233,Timberwolves,120,Lakers,119,2014-11-28,233
234,Mavericks,110,76ers,103,2014-11-29,234
235,Pelicans,80,Wizards,83,2014-11-29,235
236,Hornets,75,Hawks,105,2014-11-29,236
237,Pacers,97,Cavaliers,109,2014-11-29,237
238,Clippers,112,Jazz,96,2014-11-29,238
239,Rockets,117,Bucks,103,2014-11-29,239
240,Spurs,111,Celtics,89,2014-11-30,240
241,Bulls,102,Nets,84,2014-11-30,241
242,Warriors,104,Pistons,93,2014-11-30,242
243,Grizzlies,97,Kings,85,2014-11-30,243
244,Heat,86,Knicks,79,2014-11-30,244
245,Magic,93,Suns,90,2014-11-30,245
246,Timberwolves,93,Trail Blazers,107,2014-11-30,246
247,Raptors,122,Lakers,129,2014-11-30,247
248,Spurs,109,76ers,103,2014-12-01,248
249,Heat,86,Wizards,107,2014-12-01,249
250,Nuggets,103,Jazz,101,2014-12-01,250
251,Timberwolves,101,Clippers,127,2014-12-01,251
252,Bucks,108,Cavaliers,111,2014-12-02,252
253,Celtics,105,Hawks,109,2014-12-02,253
254,Lakers,106,Pistons,96,2014-12-02,254
255,Nets,98,Knicks,93,2014-12-02,255
256,Mavericks,132,Bulls,129,2014-12-02,256
257,Thunder,104,Pelicans,112,2014-12-02,257
258,Trail Blazers,105,Nuggets,103,2014-12-02,258
259,Pacers,99,Suns,116,2014-12-02,259
260,Raptors,117,Kings,109,2014-12-02,260
261,Magic,97,Warriors,98,2014-12-02,261
262,Bulls,102,Hornets,95,2014-12-03,262
263,Lakers,95,Wizards,111,2014-12-03,263
264,Pistons,102,Celtics,109,2014-12-03,264
265,Spurs,93,Nets,95,2014-12-03,265
266,Hawks,112,Heat,102,2014-12-03,266
267,Grizzlies,96,Rockets,105,2014-12-03,267
268,Mavericks,107,Bucks,105,2014-12-03,268
269,76ers,85,Timberwolves,77,2014-12-03,269
270,Raptors,123,Jazz,104,2014-12-03,270
271,Magic,86,Clippers,114,2014-12-03,271
272,Cavaliers,90,Knicks,87,2014-12-04,272
273,Pacers,82,Trail Blazers,88,2014-12-04,273
274,Pelicans,85,Warriors,112,2014-12-04,274
275,Knicks,102,Hornets,103,2014-12-05,275
276,Thunder,103,76ers,91,2014-12-05,276
277,Nuggets,89,Wizards,119,2014-12-05,277
278,Lakers,96,Celtics,113,2014-12-05,278
279,Hawks,98,Nets,75,2014-12-05,279
280,Cavaliers,105,Raptors,91,2014-12-05,280
281,Spurs,107,Grizzlies,101,2014-12-05,281
282,Rockets,114,Timberwolves,112,2014-12-05,282
283,Suns,118,Mavericks,106,2014-12-05,283
284,Heat,85,Bucks,109,2014-12-05,284
285,Magic,98,Jazz,93,2014-12-05,285
286,Pacers,101,Kings,102,2014-12-05,286
287,76ers,108,Pistons,101,2014-12-06,287
288,Warriors,112,Bulls,102,2014-12-06,288
289,Suns,95,Rockets,100,2014-12-06,289
290,Timberwolves,101,Spurs,123,2014-12-06,290
291,Magic,105,Kings,96,2014-12-06,291
292,Pelicans,100,Clippers,120,2014-12-06,292
293,Wizards,93,Celtics,101,2014-12-07,293
294,Nuggets,84,Hawks,96,2014-12-07,294
295,Heat,87,Grizzlies,103,2014-12-07,295
296,Thunder,96,Pistons,94,2014-12-07,296
297,Bucks,102,Mavericks,125,2014-12-07,297
298,Trail Blazers,103,Knicks,99,2014-12-07,298
299,Pelicans,104,Lakers,87,2014-12-07,299
300,Hawks,108,Pacers,92,2014-12-08,300
301,Celtics,132,Wizards,133,2014-12-08,301
302,Cavaliers,110,Nets,88,2014-12-08,302
303,Nuggets,107,Raptors,112,2014-12-08,303
304,Warriors,102,Timberwolves,86,2014-12-08,304
305,Jazz,92,Kings,101,2014-12-08,305
306,Suns,120,Clippers,121,2014-12-08,306
307,Raptors,101,Cavaliers,105,2014-12-09,307
308,Trail Blazers,98,Pistons,86,2014-12-09,308
309,Mavericks,105,Grizzlies,114,2014-12-09,309
310,Knicks,93,Pelicans,104,2014-12-09,310
311,Bucks,101,Thunder,114,2014-12-09,311
312,Heat,103,Suns,97,2014-12-09,312
313,Spurs,96,Jazz,100,2014-12-09,313
314,Kings,95,Lakers,98,2014-12-09,314
315,Celtics,87,Hornets,96,2014-12-10,315
316,Clippers,103,Pacers,96,2014-12-10,316
317,Wizards,91,Magic,89,2014-12-10,317
318,76ers,79,Hawks,95,2014-12-10,318
319,Nets,80,Bulls,105,2014-12-10,319
320,Trail Blazers,82,Timberwolves,90,2014-12-10,320
321,Pelicans,107,Mavericks,112,2014-12-10,321
322,Knicks,95,Spurs,109,2014-12-10,322
323,Rockets,93,Warriors,105,2014-12-10,323
324,Heat,82,Nuggets,102,2014-12-10,324
325,Cavaliers,94,Thunder,103,2014-12-11,325
326,Rockets,113,Kings,109,2014-12-11,326
327,Trail Blazers,106,Bulls,115,2014-12-12,327
328,Clippers,96,Wizards,104,2014-12-12,328
329,Magic,81,Hawks,87,2014-12-12,329
330,Knicks,101,Celtics,95,2014-12-12,330
331,76ers,70,Nets,88,2014-12-12,331
332,Pacers,94,Raptors,106,2014-12-12,332
333,Hornets,107,Grizzlies,113,2014-12-12,333
334,Thunder,111,Timberwolves,92,2014-12-12,334
335,Cavaliers,114,Pelicans,119,2014-12-12,335
336,Pistons,105,Suns,103,2014-12-12,336
337,Heat,100,Jazz,95,2014-12-12,337
338,Lakers,112,Spurs,110,2014-12-12,338
339,Warriors,105,Mavericks,98,2014-12-13,339
340,Nets,114,Hornets,87,2014-12-13,340
341,Trail Blazers,95,Pacers,85,2014-12-13,341
342,Hawks,99,Magic,100,2014-12-13,342
343,Clippers,106,Bucks,111,2014-12-13,343
344,Grizzlies,120,76ers,115,2014-12-13,344
345,Nuggets,96,Rockets,108,2014-12-13,345
346,Pistons,95,Kings,90,2014-12-13,346
347,Warriors,128,Pelicans,122,2014-12-14,347
348,Bulls,93,Heat,75,2014-12-14,348
349,Jazz,84,Wizards,93,2014-12-14,349
350,Lakers,100,Timberwolves,94,2014-12-14,350
351,Suns,88,Thunder,112,2014-12-14,351
352,Raptors,95,Knicks,90,2014-12-14,352
353,Spurs,99,Nuggets,91,2014-12-14,353
354,Hornets,88,Cavaliers,97,2014-12-15,354
355,Lakers,91,Pacers,110,2014-12-15,355
356,Celtics,105,76ers,87,2014-12-15,356
357,Bulls,86,Hawks,93,2014-12-15,357
358,Magic,82,Raptors,95,2014-12-15,358
359,Bucks,96,Suns,94,2014-12-15,359
360,Spurs,95,Trail Blazers,108,2014-12-15,360
361,Pistons,91,Clippers,113,2014-12-15,361
362,Timberwolves,95,Wizards,109,2014-12-16,362
363,Heat,95,Nets,91,2014-12-16,363
364,Warriors,98,Grizzlies,105,2014-12-16,364
365,Jazz,111,Pelicans,119,2014-12-16,365
366,Mavericks,107,Knicks,87,2014-12-16,366
367,Thunder,104,Kings,92,2014-12-16,367
368,Suns,111,Hornets,106,2014-12-17,368
369,Hawks,127,Cavaliers,98,2014-12-17,369
370,Magic,92,Celtics,109,2014-12-17,370
371,Mavericks,117,Pistons,106,2014-12-17,371
372,Jazz,105,Heat,87,2014-12-17,372
373,Nets,89,Raptors,105,2014-12-17,373
374,Grizzlies,117,Spurs,116,2014-12-17,374
375,Bucks,97,Trail Blazers,104,2014-12-17,375
376,Pacers,100,Clippers,102,2014-12-17,376
377,Rockets,115,Nuggets,111,2014-12-17,377
378,Knicks,97,Bulls,103,2014-12-18,378
379,Pelicans,99,Rockets,90,2014-12-18,379
380,Bucks,108,Kings,107,2014-12-18,380
381,Thunder,109,Warriors,114,2014-12-18,381
382,Jazz,101,Magic,94,2014-12-19,382
383,Hornets,109,76ers,91,2014-12-19,383
384,Timberwolves,98,Celtics,114,2014-12-19,384
385,Nets,91,Cavaliers,95,2014-12-19,385
386,Raptors,110,Pistons,100,2014-12-19,386
387,Wizards,105,Heat,103,2014-12-19,387
388,Bulls,103,Grizzlies,97,2014-12-19,388
389,Trail Blazers,129,Spurs,119,2014-12-19,389
390,Clippers,106,Nuggets,109,2014-12-19,390
391,Thunder,104,Lakers,103,2014-12-19,391
392,Suns,99,Knicks,90,2014-12-20,392
393,Trail Blazers,114,Pelicans,88,2014-12-20,393
394,Jazz,86,Hornets,104,2014-12-20,394
395,Hawks,104,Rockets,97,2014-12-20,395
396,Spurs,93,Mavericks,99,2014-12-20,396
397,Pacers,73,Nuggets,76,2014-12-20,397
398,Bucks,102,Clippers,106,2014-12-20,398
399,Knicks,108,Raptors,118,2014-12-21,399
400,Grizzlies,91,Cavaliers,105,2014-12-21,400
401,Lakers,101,Kings,108,2014-12-21,401
402,Pistons,105,Nets,110,2014-12-21,402
403,Celtics,84,Heat,100,2014-12-21,403
404,76ers,96,Magic,88,2014-12-21,404
405,Suns,104,Wizards,92,2014-12-21,405
406,Pacers,100,Timberwolves,96,2014-12-21,406
407,Pelicans,101,Thunder,99,2014-12-21,407
408,Nuggets,82,Hornets,110,2014-12-22,408
409,Raptors,120,Bulls,129,2014-12-22,409
410,Trail Blazers,95,Rockets,110,2014-12-22,410
411,Jazz,97,Grizzlies,91,2014-12-22,411
412,Hawks,105,Mavericks,102,2014-12-22,412
413,Clippers,118,Spurs,125,2014-12-22,413
414,Kings,108,Warriors,128,2014-12-22,414
415,Timberwolves,104,Cavaliers,125,2014-12-23,415
416,Pelicans,84,Pacers,96,2014-12-23,416
417,Celtics,95,Magic,100,2014-12-23,417
418,Bulls,99,Wizards,91,2014-12-23,418
419,Clippers,104,Hawks,107,2014-12-23,419
420,Nuggets,96,Nets,102,2014-12-23,420
421,76ers,91,Heat,87,2014-12-23,421
422,Hornets,108,Bucks,101,2014-12-23,422
423,Trail Blazers,115,Thunder,111,2014-12-23,423
424,Mavericks,115,Suns,124,2014-12-23,424
425,Warriors,105,Lakers,115,2014-12-23,425
426,Wizards,102,Knicks,91,2014-12-25,426
427,Thunder,114,Spurs,106,2014-12-25,427
428,Cavaliers,91,Heat,101,2014-12-25,428
429,Lakers,93,Bulls,113,2014-12-25,429
430,Warriors,86,Clippers,100,2014-12-25,430
431,Nets,109,Celtics,107,2014-12-26,431
432,Cavaliers,98,Magic,89,2014-12-26,432
433,Bucks,107,Hawks,77,2014-12-26,433
434,Pacers,109,Pistons,119,2014-12-26,434
435,Rockets,117,Grizzlies,111,2014-12-26,435
436,Spurs,90,Pelicans,97,2014-12-26,436
437,Hornets,75,Thunder,98,2014-12-26,437
438,Lakers,98,Mavericks,102,2014-12-26,438
439,Timberwolves,102,Nuggets,106,2014-12-26,439
440,76ers,93,Trail Blazers,114,2014-12-26,440
441,Suns,115,Kings,106,2014-12-26,441
442,Raptors,110,Clippers,98,2014-12-27,442
443,Magic,102,Hornets,94,2014-12-27,443
444,Celtics,88,Wizards,101,2014-12-27,444
445,Grizzlies,103,Heat,95,2014-12-27,445
446,Pelicans,100,Bulls,107,2014-12-27,446
447,Pacers,110,Nets,85,2014-12-27,447
448,Hawks,90,Bucks,85,2014-12-27,448
449,76ers,71,Jazz,88,2014-12-27,449
450,Knicks,129,Kings,135,2014-12-27,450
451,Timberwolves,97,Warriors,110,2014-12-27,451
452,Pistons,103,Cavaliers,80,2014-12-28,452
453,Rockets,106,Spurs,110,2014-12-28,453
454,Thunder,107,Mavericks,112,2014-12-28,454
455,Knicks,79,Trail Blazers,101,2014-12-28,455
456,Raptors,116,Nuggets,102,2014-12-28,456
457,Suns,116,Lakers,107,2014-12-28,457
458,Bucks,104,Hornets,94,2014-12-29,458
459,Bulls,92,Pacers,90,2014-12-29,459
460,Kings,99,Nets,107,2014-12-29,460
461,Magic,102,Heat,101,2014-12-29,461
462,Wizards,104,Rockets,103,2014-12-29,462
463,Jazz,97,Clippers,101,2014-12-29,463
464,Pistons,109,Magic,86,2014-12-30,464
465,Cavaliers,101,Hawks,109,2014-12-30,465
466,Nets,96,Bulls,82,2014-12-30,466
467,Spurs,87,Grizzlies,95,2014-12-30,467
468,Suns,106,Pelicans,110,2014-12-30,468
469,Wizards,87,Mavericks,114,2014-12-30,469
470,Lakers,111,Nuggets,103,2014-12-30,470
471,Timberwolves,94,Jazz,100,2014-12-30,471
472,Raptors,97,Trail Blazers,102,2014-12-30,472
473,76ers,86,Warriors,126,2014-12-30,473
474,Kings,84,Celtics,106,2014-12-31,474
475,Heat,95,Pacers,106,2014-12-31,475
476,Knicks,78,Clippers,99,2014-12-31,476
477,Hornets,83,Rockets,102,2014-12-31,477
478,Bucks,96,Cavaliers,80,2014-12-31,478
479,Pelicans,93,Spurs,95,2014-12-31,479
480,Suns,134,Thunder,137,2014-12-31,480
481,Nuggets,101,Bulls,106,2015-01-01,481
482,Kings,110,Timberwolves,107,2015-01-01,482
483,Cavaliers,91,Hornets,87,2015-01-02,483
484,Nets,100,Magic,98,2015-01-02,484
485,Mavericks,119,Celtics,101,2015-01-02,485
486,Pistons,97,Knicks,81,2015-01-02,486
487,Rockets,83,Pelicans,111,2015-01-02,487
488,Wizards,102,Thunder,109,2015-01-02,488
489,Pacers,94,Bucks,91,2015-01-02,489
490,76ers,96,Suns,112,2015-01-02,490
491,Hawks,98,Jazz,92,2015-01-02,491
492,Raptors,105,Warriors,126,2015-01-02,492
493,Grizzlies,109,Lakers,106,2015-01-02,493
494,Hornets,98,Magic,90,2015-01-03,494
495,Celtics,104,Bulls,109,2015-01-03,495
496,Heat,79,Rockets,115,2015-01-03,496
497,Jazz,101,Timberwolves,89,2015-01-03,497
498,Wizards,92,Spurs,101,2015-01-03,498
499,Grizzlies,85,Nuggets,114,2015-01-03,499
500,Hawks,115,Trail Blazers,107,2015-01-03,500
501,76ers,91,Clippers,127,2015-01-03,501
502,Mavericks,109,Cavaliers,90,2015-01-04,502
503,Kings,95,Pistons,114,2015-01-04,503
504,Nets,84,Heat,88,2015-01-04,504
505,Bucks,95,Knicks,82,2015-01-04,505
506,Raptors,109,Suns,125,2015-01-04,506
507,Pacers,87,Lakers,88,2015-01-04,507
508,Cavaliers,92,76ers,95,2015-01-05,508
509,Hornets,104,Celtics,95,2015-01-05,509
510,Mavericks,96,Nets,88,2015-01-05,510
511,Rockets,105,Bulls,114,2015-01-05,511
512,Knicks,83,Grizzlies,105,2015-01-05,512
513,Nuggets,110,Timberwolves,101,2015-01-05,513
514,Wizards,92,Pelicans,85,2015-01-05,514
515,Pacers,105,Jazz,101,2015-01-05,515
516,Lakers,94,Trail Blazers,98,2015-01-05,516
517,Thunder,91,Warriors,117,2015-01-05,517
518,Hawks,107,Clippers,98,2015-01-05,518
519,Suns,102,Bucks,96,2015-01-06,519
520,Pistons,105,Spurs,104,2015-01-06,520
521,Pelicans,94,Hornets,98,2015-01-07,521
522,Rockets,105,Cavaliers,93,2015-01-07,522
523,Bucks,97,76ers,77,2015-01-07,523
524,Knicks,91,Wizards,101,2015-01-07,524
525,Grizzlies,86,Hawks,96,2015-01-07,525
526,Celtics,89,Nets,81,2015-01-07,526
527,Jazz,97,Bulls,77,2015-01-07,527
528,Pistons,108,Mavericks,95,2015-01-07,528
529,Magic,90,Nuggets,93,2015-01-07,529
530,Suns,113,Timberwolves,111,2015-01-07,530
531,Thunder,83,Kings,104,2015-01-07,531
532,Pacers,102,Warriors,117,2015-01-07,532
533,Lakers,89,Clippers,114,2015-01-07,533
534,Hornets,103,Raptors,95,2015-01-08,534
535,Rockets,120,Knicks,96,2015-01-08,535
536,Heat,83,Trail Blazers,99,2015-01-08,536
537,Celtics,103,Pacers,107,2015-01-09,537
538,76ers,90,Nets,88,2015-01-09,538
539,Hawks,106,Pistons,103,2015-01-09,539
540,Grizzlies,95,Pelicans,106,2015-01-09,540
541,Jazz,94,Thunder,99,2015-01-09,541
542,Bulls,86,Wizards,102,2015-01-09,542
543,Timberwolves,84,Bucks,98,2015-01-09,543
544,Suns,95,Spurs,100,2015-01-09,544
545,Nuggets,118,Kings,108,2015-01-09,545
546,Cavaliers,94,Warriors,112,2015-01-09,546
547,Magic,84,Lakers,101,2015-01-09,547
548,Hornets,110,Knicks,82,2015-01-10,548
