,Visitor,VisitorScore,Home,HomeScore,Date
59,Trail Blazers,105,Clippers,128,12/30/2020
60,Cavaliers,99,Pacers,119,12/31/2020
61,Bulls,133,Wizards,130,12/31/2020
62,76ers,116,Magic,92,12/31/2020
63,Kings,119,Rockets,122,12/31/2020
64,Knicks,83,Raptors,100,12/31/2020
65,Pelicans,113,Thunder,80,12/31/2020
66,Suns,106,Jazz,95,12/31/2020
67,Grizzlies,108,Hornets,93,1/1/2021
68,Celtics,93,Pistons,96,1/1/2021
69,Heat,83,Mavericks,93,1/1/2021
70,Hawks,114,Nets,96,1/1/2021
71,Bulls,96,Bucks,126,1/1/2021
72,Wizards,130,Timberwolves,109,1/1/2021
73,Lakers,109,Spurs,103,1/1/2021
74,Suns,106,Nuggets,103,1/1/2021
75,Clippers,100,Jazz,106,1/1/2021
76,Trail Blazers,123,Warriors,98,1/1/2021
77,Kings,94,Rockets,102,1/2/2021
78,Knicks,106,Pacers,102,1/2/2021
79,Thunder,108,Magic,99,1/2/2021
80,Hornets,112,76ers,127,1/2/2021
81,Cavaliers,96,Hawks,91,1/2/2021
82,Raptors,116,Pelicans,120,1/2/2021
83,Celtics,122,Pistons,120,1/3/2021
84,Wizards,123,Nets,122,1/3/2021
85,Lakers,108,Grizzlies,94,1/3/2021
86,Nuggets,124,Timberwolves,109,1/3/2021
87,Jazz,130,Spurs,109,1/3/2021
88,Mavericks,108,Bulls,118,1/3/2021
89,Clippers,112,Suns,107,1/3/2021
90,Trail Blazers,122,Warriors,137,1/3/2021
91,Cavaliers,83,Magic,103,1/4/2021
92,Hornets,101,76ers,118,1/4/2021
93,Knicks,113,Hawks,108,1/4/2021
94,Thunder,90,Heat,118,1/4/2021
95,Celtics,126,Raptors,114,1/4/2021
96,Mavericks,113,Rockets,100,1/4/2021
97,Pistons,115,Bucks,125,1/4/2021
98,Pacers,118,Pelicans,116,1/4/2021
99,Kings,106,Warriors,137,1/4/2021
100,Jazz,96,Nets,130,1/5/2021
101,Lakers,94,Grizzlies,92,1/5/2021
102,Timberwolves,116,Nuggets,123,1/5/2021
103,Spurs,116,Clippers,113,1/5/2021
104,Bulls,111,Trail Blazers,108,1/5/2021
105,Rockets,107,Pacers,114,1/6/2021
106,Cavaliers,94,Magic,105,1/6/2021
107,Wizards,136,76ers,141,1/6/2021
108,Hornets,102,Hawks,94,1/6/2021
109,Celtics,107,Heat,105,1/6/2021
110,Jazz,100,Knicks,112,1/6/2021
111,Pistons,115,Bucks,130,1/6/2021
112,Thunder,111,Pelicans,110,1/6/2021
113,Raptors,115,Suns,123,1/6/2021
114,Clippers,108,Warriors,101,1/6/2021
115,Bulls,124,Kings,128,1/6/2021
116,76ers,109,Nets,122,1/7/2021
117,Cavaliers,94,Grizzlies,90,1/7/2021
118,Mavericks,124,Nuggets,117,1/7/2021
119,Spurs,118,Lakers,109,1/7/2021
120,Timberwolves,117,Trail Blazers,135,1/7/2021
121,Suns,105,Pistons,110,1/8/2021
122,Wizards,107,Celtics,116,1/8/2021
123,Thunder,101,Knicks,89,1/8/2021
124,Hornets,118,Pelicans,110,1/8/2021
125,Magic,90,Rockets,132,1/8/2021
126,Nets,110,Grizzlies,115,1/8/2021
127,Jazz,131,Bucks,118,1/8/2021
128,Clippers,105,Warriors,115,1/8/2021
129,Bulls,115,Lakers,117,1/8/2021
130,Raptors,144,Kings,123,1/8/2021
131,Nuggets,115,76ers,103,1/9/2021
132,Hawks,105,Hornets,113,1/9/2021
133,Suns,125,Pacers,117,1/9/2021
134,Heat,128,Wizards,124,1/9/2021
135,Cavaliers,90,Bucks,100,1/9/2021
136,Spurs,125,Timberwolves,122,1/9/2021
137,Magic,98,Mavericks,112,1/9/2021
138,Trail Blazers,125,Kings,99,1/9/2021
139,Jazz,96,Pistons,86,1/10/2021
140,Bulls,127,Clippers,130,1/10/2021
141,Thunder,129,Nets,116,1/10/2021
142,Nuggets,114,Knicks,89,1/10/2021
143,Lakers,120,Rockets,102,1/10/2021
144,Spurs,88,Timberwolves,96,1/10/2021
145,Raptors,105,Warriors,106,1/10/2021
146,Knicks,88,Hornets,109,1/11/2021
147,Grizzlies,101,Cavaliers,91,1/11/2021
148,Bucks,121,Magic,99,1/11/2021
149,Suns,107,Wizards,128,1/11/2021
150,76ers,94,Hawks,112,1/11/2021
151,Raptors,111,Trail Blazers,112,1/11/2021
152,Pacers,122,Kings,127,1/11/2021
153,Heat,134,76ers,137,1/12/2021
154,Nuggets,116,Nets,122,1/12/2021
155,Jazz,117,Cavaliers,87,1/12/2021
156,Lakers,117,Rockets,100,1/12/2021
157,Spurs,112,Thunder,102,1/12/2021
158,Pacers,104,Warriors,95,1/12/2021
159,Mavericks,104,Hornets,93,1/13/2021
160,Bucks,110,Pistons,101,1/13/2021
161,Nets,116,Knicks,109,1/13/2021
162,Grizzlies,118,Timberwolves,107,1/13/2021
163,Lakers,128,Thunder,99,1/13/2021
164,Pelicans,106,Clippers,111,1/13/2021
165,Trail Blazers,132,Kings,126,1/13/2021
166,Heat,108,76ers,125,1/14/2021
167,Hornets,108,Raptors,111,1/14/2021
168,Rockets,109,Spurs,105,1/14/2021
169,Warriors,104,Nuggets,114,1/14/2021
170,Pacers,111,Trail Blazers,87,1/14/2021
171,Magic,97,Celtics,124,1/15/2021
172,Knicks,103,Cavaliers,106,1/15/2021
173,Mavericks,109,Bucks,112,1/15/2021
174,Bulls,125,Thunder,127,1/15/2021
175,Hawks,92,Jazz,116,1/15/2021
176,Pelicans,95,Lakers,112,1/15/2021
177,Clippers,138,Kings,100,1/15/2021
178,Rockets,91,Spurs,103,1/16/2021
179,Magic,115,Nets,122,1/16/2021
180,Hornets,113,Raptors,116,1/16/2021
181,Pistons,120,Heat,100,1/16/2021
182,76ers,104,Grizzlies,106,1/16/2021
183,Hawks,106,Trail Blazers,112,1/16/2021
184,Knicks,105,Celtics,75,1/17/2021
185,Bulls,117,Mavericks,101,1/17/2021
186,Jazz,109,Nuggets,105,1/17/2021
187,Pelicans,128,Kings,123,1/17/2021
188,Pacers,96,Clippers,129,1/17/2021
189,Magic,84,Knicks,91,1/18/2021
190,Timberwolves,97,Hawks,108,1/18/2021
191,Spurs,125,Trail Blazers,104,1/18/2021
192,Suns,104,Grizzlies,108,1/18/2021
193,Bucks,123,Nets,125,1/18/2021
194,Mavericks,93,Raptors,116,1/18/2021
195,Pistons,107,Heat,113,1/18/2021
196,Rockets,120,Bulls,125,1/18/2021
197,Warriors,115,Lakers,113,1/18/2021
198,Thunder,101,Nuggets,119,1/19/2021
199,Pelicans,102,Jazz,118,1/19/2021
200,Nets,135,Cavaliers,147,1/20/2021
201,Mavericks,124,Pacers,112,1/20/2021
202,Celtics,109,76ers,117,1/20/2021
203,Pistons,115,Hawks,123,1/20/2021
204,Heat,111,Raptors,102,1/20/2021
205,Magic,97,Timberwolves,96,1/20/2021
206,Suns,109,Rockets,103,1/20/2021
207,Spurs,99,Warriors,121,1/20/2021
208,Kings,96,Clippers,115,1/20/2021
209,Bulls,123,Hornets,110,1/22/2021
210,Rockets,103,Pistons,102,1/22/2021
211,Magic,118,Pacers,120,1/22/2021
212,Nets,113,Cavaliers,125,1/22/2021
213,Celtics,110,76ers,122,1/22/2021
214,Heat,81,Raptors,101,1/22/2021
215,Hawks,116,Timberwolves,98,1/22/2021
216,Mavericks,122,Spurs,117,1/22/2021
217,Nuggets,130,Suns,126,1/22/2021
218,Thunder,106,Clippers,120,1/22/2021
219,Knicks,94,Kings,103,1/22/2021
220,76ers,114,Pistons,110,1/23/2021
221,Heat,124,Nets,128,1/23/2021
222,Pelicans,110,Timberwolves,120,1/23/2021
223,Warriors,108,Jazz,127,1/23/2021
224,Lakers,101,Bulls,90,1/23/2021
225,Rockets,133,Mavericks,108,1/23/2021
226,Nuggets,120,Suns,112,1/23/2021
227,Raptors,107,Pacers,102,1/24/2021
228,Thunder,100,Clippers,108,1/24/2021
229,Cavaliers,103,Celtics,141,1/24/2021
230,Hornets,107,Magic,104,1/24/2021
231,Wizards,101,Spurs,121,1/24/2021
232,Hawks,115,Bucks,129,1/24/2021
233,Knicks,113,Trail Blazers,116,1/24/2021
234,76ers,104,Pistons,119,1/25/2021
235,Raptors,114,Pacers,129,1/25/2021
236,Hornets,108,Magic,117,1/25/2021
237,Heat,85,Nets,98,1/25/2021
238,Lakers,115,Cavaliers,108,1/25/2021
239,Nuggets,117,Mavericks,113,1/25/2021
240,Celtics,119,Bulls,103,1/25/2021
241,Timberwolves,108,Warriors,130,1/25/2021
242,Thunder,125,Trail Blazers,122,1/25/2021
243,Clippers,99,Hawks,108,1/26/2021
244,Wizards,88,Rockets,107,1/26/2021
245,Knicks,94,Jazz,108,1/26/2021
246,Pacers,116,Hornets,106,1/27/2021
247,Pistons,107,Cavaliers,122,1/27/2021
248,Kings,121,Magic,107,1/27/2021
249,Nets,132,Hawks,128,1/27/2021
250,Nuggets,109,Heat,82,1/27/2021
251,Lakers,106,76ers,107,1/27/2021
252,Bucks,115,Raptors,108,1/27/2021
253,Celtics,106,Spurs,110,1/27/2021
254,Wizards,106,Pelicans,124,1/27/2021
255,Thunder,102,Suns,97,1/27/2021
256,Mavericks,104,Jazz,116,1/27/2021
257,Timberwolves,111,Warriors,123,1/27/2021
258,Trail Blazers,101,Rockets,104,1/28/2021
259,Lakers,92,Pistons,107,1/28/2021
260,Clippers,109,Heat,105,1/28/2021
261,Warriors,93,Suns,114,1/28/2021
262,Pacers,105,Hornets,108,1/29/2021
263,Hawks,116,Wizards,100,1/29/2021
264,Cavaliers,81,Knicks,102,1/29/2021
265,Kings,126,Raptors,124,1/29/2021
266,Bucks,126,Pelicans,131,1/29/2021
267,Clippers,116,Magic,90,1/29/2021
268,76ers,118,Timberwolves,94,1/29/2021
269,Nets,147,Thunder,125,1/29/2021
270,Nuggets,109,Spurs,119,1/29/2021
271,Mavericks,101,Jazz,120,1/29/2021
272,Trail Blazers,123,Bulls,122,1/30/2021
273,Bucks,114,Hornets,126,1/30/2021
274,Rockets,126,Pelicans,112,1/30/2021
275,Kings,104,Heat,105,1/30/2021
276,Lakers,96,Celtics,95,1/30/2021
277,Grizzlies,129,Spurs,112,1/30/2021
278,Suns,111,Mavericks,105,1/30/2021
279,Pistons,91,Warriors,118,1/30/2021
280,Clippers,129,Knicks,115,1/31/2021
281,Jazz,117,Nuggets,128,1/31/2021
282,76ers,119,Pacers,110,1/31/2021
283,Magic,102,Raptors,115,1/31/2021
284,Nets,146,Wizards,149,1/31/2021
285,Cavaliers,104,Timberwolves,109,1/31/2021
286,Lakers,107,Hawks,99,2/1/2021
287,Hornets,129,Heat,121,2/1/2021
288,Timberwolves,98,Cavaliers,100,2/1/2021
289,Knicks,102,Bulls,110,2/1/2021
290,Trail Blazers,106,Bucks,134,2/1/2021
291,Kings,118,Pelicans,109,2/1/2021
292,Rockets,136,Thunder,106,2/1/2021
293,Suns,109,Mavericks,108,2/1/2021
294,Grizzlies,133,Spurs,102,2/1/2021
295,Raptors,123,Magic,108,2/2/2021
296,Clippers,120,Nets,124,2/2/2021
297,Grizzlies,116,Pacers,134,2/2/2021
298,Trail Blazers,132,Wizards,121,2/2/2021
299,Pistons,105,Jazz,117,2/2/2021
300,Celtics,111,Warriors,107,2/2/2021
301,76ers,118,Hornets,111,2/3/2021
302,Pacers,110,Bucks,130,2/3/2021
303,Mavericks,122,Hawks,116,2/3/2021
304,Clippers,121,Cavaliers,99,2/3/2021
305,Wizards,103,Heat,100,2/3/2021
306,Knicks,107,Bulls,103,2/3/2021
307,Rockets,87,Thunder,104,2/3/2021
308,Timberwolves,108,Spurs,111,2/3/2021
309,Suns,101,Pelicans,123,2/3/2021
310,Celtics,111,Kings,116,2/3/2021
311,Jazz,112,Hawks,91,2/4/2021
312,Warriors,147,Mavericks,116,2/4/2021
313,Trail Blazers,121,76ers,105,2/4/2021
314,Rockets,115,Grizzlies,103,2/4/2021
315,Nuggets,93,Lakers,114,2/4/2021
316,Pelicans,114,Pacers,113,2/5/2021
317,Bulls,119,Magic,123,2/5/2021
318,Raptors,123,Nets,117,2/5/2021
319,Bucks,123,Cavaliers,105,2/5/2021
320,Jazz,138,Hornets,121,2/5/2021
321,Wizards,95,Heat,122,2/5/2021
322,Timberwolves,106,Thunder,103,2/5/2021
323,Pistons,92,Suns,109,2/5/2021
324,Celtics,119,Clippers,115,2/5/2021
325,Trail Blazers,99,Knicks,110,2/6/2021
326,Nuggets,114,Kings,119,2/6/2021
327,Bulls,118,Magic,92,2/6/2021
328,Nets,108,76ers,124,2/6/2021
329,Raptors,121,Hawks,132,2/6/2021
330,Bucks,124,Cavaliers,99,2/6/2021
331,Spurs,111,Rockets,106,2/6/2021
332,Timberwolves,118,Thunder,120,2/6/2021
333,Warriors,132,Mavericks,134,2/6/2021
334,Grizzlies,109,Pelicans,118,2/6/2021
335,Pistons,129,Lakers,135,2/6/2021
336,Wizards,97,Hornets,119,2/7/2021
337,Jazz,103,Pacers,95,2/7/2021
338,Heat,109,Knicks,103,2/7/2021
339,Celtics,91,Suns,100,2/7/2021
340,Kings,113,Clippers,110,2/7/2021
341,Rockets,94,Hornets,119,2/8/2021
342,Wizards,105,Bulls,101,2/8/2021
343,Raptors,128,Grizzlies,113,2/8/2021
344,Timberwolves,122,Mavericks,127,2/8/2021
345,Warriors,100,Spurs,105,2/8/2021
346,Cavaliers,113,Suns,119,2/8/2021
347,Bucks,125,Nuggets,112,2/8/2021
348,Thunder,112,Lakers,119,2/8/2021
349,Nets,111,Pistons,122,2/9/2021
350,Knicks,96,Heat,98,2/9/2021
351,Rockets,101,Pelicans,130,2/9/2021
352,Warriors,114,Spurs,91,2/9/2021
353,Celtics,108,Jazz,122,2/9/2021
354,Magic,97,Trail Blazers,106,2/9/2021
355,76ers,119,Kings,111,2/9/2021
356,Raptors,137,Wizards,115,2/10/2021
357,Hawks,117,Mavericks,118,2/10/2021
358,Pacers,94,Nets,104,2/10/2021
359,Hornets,114,Grizzlies,130,2/10/2021
360,Clippers,119,Timberwolves,112,2/10/2021
361,Pelicans,116,Bulls,129,2/10/2021
362,Cavaliers,95,Nuggets,133,2/10/2021
363,Bucks,124,Suns,125,2/10/2021
364,Thunder,113,Lakers,114,2/10/2021
365,Heat,101,Rockets,94,2/11/2021
366,Raptors,106,Celtics,120,2/11/2021
367,Pacers,111,Pistons,95,2/11/2021
368,Magic,105,Warriors,111,2/11/2021
369,76ers,114,Trail Blazers,118,2/11/2021
370,Timberwolves,114,Hornets,120,2/12/2021
371,Knicks,109,Wizards,91,2/12/2021
372,Spurs,125,Hawks,114,2/12/2021
373,Pelicans,130,Mavericks,143,2/12/2021
374,Clippers,125,Bulls,106,2/12/2021
375,Pistons,108,Celtics,102,2/12/2021
376,Thunder,95,Nuggets,97,2/12/2021
377,Bucks,115,Jazz,129,2/12/2021
378,Grizzlies,105,Lakers,115,2/12/2021
379,Cavaliers,110,Trail Blazers,129,2/12/2021
380,Magic,123,Kings,112,2/12/2021
381,76ers,111,Suns,120,2/13/2021
382,Pacers,125,Hawks,113,2/13/2021
383,Rockets,99,Knicks,121,2/13/2021
384,Nets,134,Warriors,117,2/13/2021
385,Heat,94,Jazz,112,2/13/2021
386,Celtics,91,Wizards,104,2/14/2021
387,Timberwolves,116,Raptors,112,2/14/2021
388,Spurs,122,Hornets,110,2/14/2021
389,Pelicans,112,Pistons,123,2/14/2021
390,Trail Blazers,121,Mavericks,118,2/14/2021
391,Bucks,109,Thunder,114,2/14/2021
392,Magic,90,Suns,109,2/14/2021
393,Lakers,105,Nuggets,122,2/14/2021
394,Grizzlies,124,Kings,110,2/14/2021
395,Cavaliers,111,Clippers,128,2/14/2021
396,Bulls,120,Pacers,112,2/15/2021
397,Rockets,119,Wizards,131,2/15/2021
398,Hawks,112,Knicks,123,2/15/2021
399,76ers,123,Jazz,134,2/15/2021
400,Cavaliers,98,Warriors,129,2/15/2021
401,Heat,118,Clippers,125,2/15/2021
402,Nets,136,Kings,125,2/15/2021
403,Nuggets,99,Celtics,112,2/16/2021
404,Pelicans,144,Grizzlies,113,2/16/2021
405,Raptors,124,Bucks,113,2/16/2021
406,Lakers,112,Timberwolves,104,2/16/2021
407,Trail Blazers,115,Thunder,104,2/16/2021
408,Nets,128,Suns,124,2/16/2021
409,Knicks,89,Magic,107,2/17/2021
410,Hawks,122,Celtics,114,2/17/2021
411,Rockets,113,76ers,118,2/17/2021
412,Nuggets,128,Wizards,130,2/17/2021
413,Pacers,134,Timberwolves,128,2/17/2021
414,Pistons,102,Bulls,105,2/17/2021
415,Trail Blazers,126,Pelicans,124,2/17/2021
416,Thunder,113,Grizzlies,122,2/17/2021
417,Heat,112,Warriors,120,2/17/2021
418,Jazz,114,Clippers,96,2/17/2021
419,Raptors,110,Bucks,96,2/18/2021
420,Nets,109,Lakers,98,2/18/2021
421,Heat,118,Kings,110,2/18/2021
422,Warriors,120,Magic,124,2/19/2021
423,Nuggets,120,Cavaliers,103,2/19/2021
424,Bulls,105,76ers,112,2/19/2021
425,Hawks,109,Celtics,121,2/19/2021
426,Pistons,95,Grizzlies,109,2/19/2021
427,Thunder,85,Bucks,98,2/19/2021
428,Suns,132,Pelicans,114,2/19/2021
429,Raptors,86,Timberwolves,81,2/19/2021
430,Jazz,112,Clippers,116,2/19/2021
431,Warriors,100,Hornets,102,2/20/2021
432,Heat,96,Lakers,94,2/20/2021
433,Kings,114,Bulls,122,2/20/2021
434,Suns,128,Grizzlies,97,2/20/2021
435,Wizards,118,Trail Blazers,111,2/20/2021
436,Celtics,115,Pelicans,120,2/21/2021
437,Thunder,117,Cavaliers,101,2/21/2021
438,Pistons,96,Magic,105,2/21/2021
439,76ers,103,Raptors,110,2/21/2021
440,Timberwolves,99,Knicks,103,2/21/2021
441,Nuggets,115,Hawks,123,2/21/2021
442,Nets,112,Clippers,108,2/21/2021
443,Kings,115,Bucks,128,2/21/2021
444,Bulls,120,Rockets,100,2/22/2021
445,Grizzlies,92,Mavericks,102,2/22/2021
446,Heat,108,Thunder,94,2/22/2021
447,Trail Blazers,100,Suns,132,2/22/2021
448,Hornets,110,Jazz,132,2/22/2021
449,Wizards,127,Lakers,124,2/22/2021
450,Hawks,111,Cavaliers,112,2/23/2021
451,Pistons,105,Magic,93,2/23/2021
452,Kings,118,Nets,127,2/23/2021
453,Warriors,114,Knicks,106,2/23/2021
454,76ers,109,Raptors,102,2/23/2021
455,Celtics,107,Mavericks,110,2/23/2021
456,Timberwolves,112,Bucks,139,2/23/2021
457,Trail Blazers,106,Nuggets,111,2/23/2021
458,Wizards,116,Clippers,135,2/23/2021
459,Warriors,111,Pacers,107,2/24/2021
460,Celtics,112,Hawks,127,2/24/2021
461,Rockets,96,Cavaliers,112,2/24/2021
462,Raptors,108,Heat,116,2/24/2021
463,Timberwolves,126,Bulls,133,2/24/2021
464,Pistons,118,Pelicans,128,2/24/2021
465,Spurs,99,Thunder,102,2/24/2021
466,Hornets,124,Suns,121,2/24/2021
467,Lakers,89,Jazz,114,2/24/2021
468,Mavericks,97,76ers,111,2/25/2021
469,Magic,92,Nets,129,2/25/2021
470,Kings,121,Knicks,140,2/25/2021
471,Clippers,94,Grizzlies,122,2/25/2021
472,Wizards,112,Nuggets,110,2/25/2021
473,Pelicans,125,Bucks,129,2/25/2021
474,Pacers,112,Celtics,118,2/26/2021
475,Rockets,111,Raptors,122,2/26/2021
476,Kings,110,Pistons,107,2/26/2021
477,Jazz,116,Heat,124,2/26/2021
478,Suns,106,Bulls,97,2/26/2021
479,Clippers,119,Grizzlies,99,2/26/2021
480,Hawks,109,Thunder,118,2/26/2021
481,Hornets,121,Warriors,130,2/26/2021
482,Trail Blazers,93,Lakers,102,2/26/2021
483,Cavaliers,112,76ers,109,2/27/2021
484,Timberwolves,112,Wizards,128,2/27/2021
485,Pelicans,114,Spurs,117,2/27/2021
486,Pacers,107,Knicks,110,2/27/2021
487,Jazz,124,Magic,109,2/27/2021
488,Nuggets,126,Thunder,96,2/27/2021
489,Mavericks,115,Nets,98,2/27/2021
490,Clippers,100,Bucks,105,2/28/2021
491,Wizards,110,Celtics,111,2/28/2021
492,Knicks,109,Pistons,90,2/28/2021
493,Hawks,99,Heat,109,2/28/2021
494,Grizzlies,133,Rockets,84,2/28/2021
495,Warriors,91,Lakers,117,2/28/2021
496,Suns,118,Timberwolves,99,2/28/2021
497,Hornets,127,Kings,126,2/28/2021
498,Mavericks,130,Magic,124,3/1/2021
499,Pacers,114,76ers,130,3/1/2021
500,Nuggets,118,Bulls,112,3/1/2021
501,Jazz,124,Pelicans,129,3/1/2021
502,Nets,124,Spurs,113,3/1/2021
503,Cavaliers,101,Rockets,90,3/1/2021
504,Hornets,111,Trail Blazers,123,3/1/2021
505,Grizzlies,125,Wizards,111,3/2/2021
506,Clippers,112,Celtics,117,3/2/2021
507,Hawks,94,Heat,80,3/2/2021
508,Knicks,93,Spurs,119,3/2/2021
509,Nuggets,128,Bucks,97,3/2/2021
510,Suns,114,Lakers,104,3/2/2021
511,Pistons,129,Raptors,105,3/3/2021
512,Pacers,114,Cavaliers,111,3/3/2021
513,Jazz,123,76ers,131,3/3/2021
514,Nets,132,Rockets,114,3/3/2021
515,Hawks,115,Magic,112,3/3/2021
516,Hornets,135,Timberwolves,102,3/3/2021
517,Bulls,128,Pelicans,124,3/3/2021
518,Thunder,78,Mavericks,87,3/3/2021
519,Warriors,106,Trail Blazers,108,3/3/2021
520,Lakers,120,Kings,123,3/3/2021
521,Raptors,125,Celtics,132,3/4/2021
522,Clippers,117,Wizards,119,3/4/2021
523,Pistons,104,Knicks,114,3/4/2021
524,Nuggets,113,Pacers,103,3/4/2021
525,Bucks,112,Grizzlies,111,3/4/2021
526,Heat,103,Pelicans,93,3/4/2021
527,Thunder,107,Spurs,102,3/4/2021
528,Warriors,98,Suns,120,3/4/2021
529,Kings,119,Trail Blazers,123,3/4/2021
530,LeBron,170,Durant,150,3/7/2021
531,Wizards,112,Grizzlies,127,3/10/2021
532,Spurs,104,Mavericks,115,3/10/2021
533,Pistons,102,Hornets,105,3/11/2021
534,Celtics,109,Nets,121,3/11/2021
535,Hawks,121,Raptors,120,3/11/2021
536,Magic,103,Heat,111,3/11/2021
537,76ers,127,Bulls,105,3/11/2021
538,Knicks,101,Bucks,134,3/11/2021
539,Timberwolves,135,Pelicans,105,3/11/2021
540,Mavericks,108,Thunder,116,3/11/2021
541,Warriors,104,Clippers,130,3/11/2021
542,Suns,127,Trail Blazers,121,3/11/2021
543,Rockets,105,Kings,125,3/11/2021
544,76ers,127,Wizards,101,3/12/2021
545,Nuggets,103,Grizzlies,102,3/12/2021
546,Cavaliers,82,Pelicans,116,3/12/2021
547,Heat,101,Bulls,90,3/12/2021
548,Magic,77,Spurs,104,3/12/2021
549,Rockets,99,Jazz,114,3/12/2021
550,Pacers,100,Lakers,105,3/12/2021
551,Knicks,119,Thunder,97,3/13/2021
552,Pistons,95,Nets,100,3/13/2021
553,Raptors,104,Hornets,114,3/13/2021
554,Bucks,125,Wizards,119,3/13/2021
555,Kings,106,Hawks,121,3/13/2021
556,Trail Blazers,125,Timberwolves,121,3/13/2021
557,Pacers,122,Suns,111,3/13/2021
558,Mavericks,116,Nuggets,103,3/13/2021
559,Grizzlies,122,Thunder,128,3/14/2021
560,Jazz,119,Warriors,131,3/14/2021
561,Spurs,99,76ers,134,3/14/2021
562,Heat,102,Magic,97,3/14/2021
563,Cavaliers,82,Hawks,100,3/14/2021
564,Celtics,134,Rockets,107,3/14/2021
565,Trail Blazers,112,Timberwolves,114,3/14/2021
566,Raptors,95,Bulls,118,3/14/2021
567,Clippers,115,Pelicans,135,3/14/2021
568,Kings,116,Hornets,122,3/15/2021
569,Bucks,133,Wizards,122,3/15/2021
570,Spurs,109,Pistons,99,3/15/2021
571,Knicks,112,Nets,117,3/15/2021
572,Clippers,109,Mavericks,99,3/15/2021
573,Pacers,106,Nuggets,121,3/15/2021
574,Grizzlies,99,Suns,122,3/15/2021
575,Lakers,128,Warriors,97,3/15/2021
576,Jazz,117,Celtics,109,3/16/2021
577,Cavaliers,98,Heat,113,3/16/2021
578,Knicks,96,76ers,99,3/16/2021
579,Thunder,102,Bulls,123,3/16/2021
580,Hawks,119,Rockets,107,3/16/2021
581,Pelicans,124,Trail Blazers,125,3/16/2021
582,Timberwolves,121,Lakers,137,3/16/2021
583,Raptors,112,Pistons,116,3/17/2021
584,Nets,124,Pacers,115,3/17/2021
585,Bucks,109,76ers,105,3/17/2021
586,Kings,121,Wizards,119,3/17/2021
587,Celtics,110,Cavaliers,117,3/17/2021
588,Spurs,106,Bulls,99,3/17/2021
589,Warriors,108,Rockets,94,3/17/2021
590,Heat,85,Grizzlies,89,3/17/2021
591,Hornets,104,Nuggets,129,3/17/2021
592,Clippers,89,Mavericks,105,3/17/2021
593,Jazz,122,Wizards,131,3/18/2021
594,Thunder,93,Hawks,116,3/18/2021
595,Magic,93,Knicks,94,3/18/2021
